Attributes,Close,High,Low,Open,Volume
Symbols,^SPX,^SPX,^SPX,^SPX,^SPX
Date,,,,,
2002-12-24,892.47,897.38,892.29,897.38,254616667
2002-12-23,897.38,902.43,892.26,895.74,617833333
2002-12-20,895.76,897.79,884.25,884.25,990405556
2002-12-19,884.25,899.19,880.32,890.02,769944444
2002-12-18,891.12,902.99,887.82,902.99,803444444
2002-12-17,902.99,911.22,901.74,910.4,695444444
2002-12-16,910.4,910.42,889.48,889.48,706444444
2002-12-13,889.48,901.58,888.48,901.58,739333333
2002-12-12,901.58,908.37,897.0,904.96,697388889
2002-12-11,904.96,909.94,896.48,904.45,713944444
2002-12-10,904.45,904.95,892.0,892.0,714777778
2002-12-09,892.0,912.23,891.97,912.23,733777778
2002-12-06,912.23,915.48,895.96,906.55,689500000
2002-12-05,906.55,921.49,905.9,917.58,694555556
2002-12-04,917.58,925.25,909.51,920.75,882722222
2002-12-03,920.75,934.53,918.73,934.53,826888889
2002-12-02,934.53,954.28,927.72,936.31,895555556
2002-11-29,936.31,941.82,935.58,938.87,357477778
2002-11-27,938.87,940.41,913.31,913.31,750166667
2002-11-26,913.31,932.87,912.1,932.87,857555556
2002-11-25,932.87,937.15,923.31,930.55,874444444
2002-11-22,930.55,937.28,928.41,933.76,903777778
2002-11-21,933.76,935.13,914.15,914.15,1341722222
2002-11-20,914.15,915.01,894.93,896.74,842944444
2002-11-19,896.74,905.45,893.09,900.36,743000000
2002-11-18,900.36,915.91,899.48,909.83,712555556
2002-11-15,909.83,910.21,895.35,904.27,777833333
2002-11-14,904.27,904.27,882.53,882.53,843888889
2002-11-13,882.53,892.51,872.05,882.95,813000000
2002-11-12,882.95,894.3,876.19,876.19,765055556
2002-11-11,876.19,894.74,874.63,894.74,618333333
2002-11-08,894.74,910.11,891.62,902.65,803611111
2002-11-07,902.65,923.76,898.68,923.76,814944444
2002-11-06,923.76,925.66,905.0,915.39,930000000
2002-11-05,915.39,915.83,904.91,908.35,752277778
2002-11-04,908.35,924.58,900.96,900.96,914388889
2002-11-01,900.96,903.42,877.71,885.76,805777778
2002-10-31,885.76,898.83,879.75,890.71,911833333
2002-10-30,890.71,895.28,879.19,882.15,790166667
2002-10-29,882.15,890.64,867.91,890.23,849833333
2002-10-28,890.23,907.44,886.15,897.65,768111111
2002-10-25,897.65,897.71,877.03,882.5,744666667
2002-10-24,882.5,902.94,879.0,896.14,944761111
2002-10-23,896.14,896.14,873.82,890.16,885500000
2002-10-22,890.16,899.72,882.4,899.72,860666667
2002-10-21,899.72,900.69,873.06,884.39,803888889
2002-10-18,884.39,886.68,866.58,879.2,790611111
2002-10-17,879.2,885.35,860.02,860.02,989105556
2002-10-16,860.02,881.27,856.28,881.27,880555556
2002-10-15,881.27,881.27,841.44,841.44,1086666667
2002-10-14,841.44,844.39,828.37,835.32,666833333
2002-10-11,835.32,843.27,803.92,803.92,1030072222
2002-10-10,803.92,806.51,768.63,776.76,1161238889
2002-10-09,776.76,798.55,775.8,798.55,1047238889
2002-10-08,798.55,808.86,779.5,785.28,1076905556
2002-10-07,785.28,808.21,782.96,800.58,875833333
2002-10-04,800.58,825.9,794.1,818.95,1019961111
2002-10-03,818.95,840.02,817.25,827.91,930277778
2002-10-02,827.91,851.93,826.5,843.77,927166667
2002-10-01,847.91,847.93,812.82,815.28,989388889
2002-09-30,815.28,827.37,800.2,827.37,956594444
2002-09-27,827.37,854.95,826.84,854.95,837388889
2002-09-26,854.95,856.6,839.66,839.66,916666667
2002-09-25,839.66,844.22,818.46,819.27,917500000
2002-09-24,819.29,833.7,817.38,833.7,927911111
2002-09-23,833.7,845.39,825.76,845.39,767277778
2002-09-20,845.39,849.32,839.09,843.32,996000000
2002-09-19,843.32,869.46,843.09,869.46,846666667
2002-09-18,869.46,878.45,857.39,873.52,833888889
2002-09-17,873.52,902.68,872.38,891.1,804777778
2002-09-16,891.1,891.84,878.91,889.81,556333333
2002-09-13,889.81,892.75,877.05,886.91,706111111
2002-09-12,886.91,909.45,884.84,909.45,662000000
2002-09-11,909.45,924.02,908.47,910.63,470333333
2002-09-10,909.58,909.89,900.5,902.96,659111111
2002-09-09,902.96,907.34,882.92,893.92,628111111
2002-09-06,893.92,899.07,879.15,879.15,658055556
2002-09-05,879.15,893.4,870.5,893.4,778500000
2002-09-04,893.4,896.1,875.73,878.02,762277778
2002-09-03,878.02,916.07,877.51,916.07,716555556
2002-08-30,916.07,928.15,910.17,917.8,516611111
2002-08-29,917.8,924.59,903.33,917.87,706166667
2002-08-28,917.87,934.82,913.21,934.82,637000000
2002-08-27,934.82,955.82,930.36,947.95,726500000
2002-08-26,947.95,950.8,930.42,940.86,564944444
2002-08-23,940.86,962.7,937.17,962.7,595277778
2002-08-22,962.7,965.0,946.43,949.36,762777778
2002-08-21,949.36,951.59,931.32,937.43,751722222
2002-08-20,937.43,950.7,931.86,950.7,726944444
2002-08-19,950.7,951.17,927.21,928.77,722111111
2002-08-16,928.77,935.38,916.21,930.25,702944444
2002-08-15,930.25,933.29,918.17,919.62,836166667
2002-08-14,919.62,920.21,876.2,884.21,852111111
2002-08-13,884.21,911.71,883.62,903.8,720944444
2002-08-12,903.8,908.64,892.38,908.64,575833333
2002-08-09,908.64,913.95,890.77,898.73,719388889
2002-08-08,905.46,905.84,875.17,876.77,914833333
2002-08-07,876.77,878.74,854.15,859.57,828000000
2002-08-06,859.57,874.44,834.6,834.6,841166667
2002-08-05,834.6,864.24,833.44,864.24,791944444
2002-08-02,864.24,884.72,853.95,884.4,854500000
2002-08-01,884.66,911.62,882.48,911.62,929000000
2002-07-31,911.62,911.64,889.88,902.78,1138533333
2002-07-30,902.78,909.81,884.7,898.96,1014494444
2002-07-29,898.96,898.96,852.84,852.84,988138889
2002-07-26,852.84,852.85,835.92,838.68,997833333
2002-07-25,838.68,853.83,816.11,843.42,1347055556
2002-07-24,843.43,844.32,775.68,797.71,1541977778
2002-07-23,797.7,827.69,796.13,819.85,1356122222
2002-07-22,819.85,854.13,813.26,847.76,1248922222
2002-07-19,847.75,881.56,842.07,881.56,1474500000
2002-07-18,881.56,907.8,880.6,905.45,964611111
2002-07-17,906.04,926.52,895.03,901.05,1425833333
2002-07-16,900.94,918.65,897.13,917.93,1024277778
