Attributes,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Symbols,^SPX,^DJI,^NDX,^SPX,^DJI,^NDX,^SPX,^DJI,^NDX,^SPX,^DJI,^NDX,^SPX,^DJI,^NDX
Date,,,,,,,,,,,,,,,
2003-09-05,1021.39,9503.34,1361.9,1029.21,9589.52,1380.24,1018.19,9461.37,1355.02,1027.97,9589.52,1366.29,814000000,201897572,336558621
2003-09-04,1027.97,9587.9,1373.26,1029.17,9609.09,1376.06,1022.19,9541.72,1356.23,1026.27,9569.09,1360.22,807722222,202995646,325272414
2003-09-03,1026.27,9568.46,1360.19,1029.34,9597.38,1375.3,1021.99,9514.49,1354.72,1021.99,9521.86,1370.35,930888889,260265483,402262069
2003-09-02,1021.99,9523.27,1361.09,1022.59,9535.97,1361.09,1005.73,9389.58,1333.29,1008.01,9416.67,1347.64,816944444,226899309,305824138
2003-08-29,1008.01,9415.82,1341.2,1008.85,9421.23,1344.74,999.52,9350.07,1327.93,1002.84,9373.33,1328.49,525055556,150003391,207962069
2003-08-28,1002.84,9374.21,1332.33,1004.12,9392.59,1332.47,991.42,9261.57,1308.98,996.79,9334.35,1323.21,647333333,163372065,252846552
2003-08-27,996.79,9333.79,1318.93,998.05,9346.98,1320.02,993.33,9306.49,1303.15,996.73,9339.82,1305.98,584111111,147543192,232712069
2003-08-26,996.73,9340.45,1309.05,997.93,9353.86,1309.83,983.57,9233.08,1280.59,993.71,9316.03,1298.23,654833333,190415349,238424138
2003-08-25,993.71,9317.64,1306.64,993.71,9350.77,1307.85,987.91,9280.94,1295.82,993.06,9349.44,1302.5,539833333,148638940,192731034
2003-08-22,993.06,9348.87,1304.54,1011.01,9499.97,1342.64,992.62,9345.86,1304.51,1003.27,9436.04,1338.19,727166667,250814436,294000000
2003-08-21,1003.27,9423.68,1314.65,1009.53,9481.44,1319.88,999.33,9391.89,1299.02,1000.3,9399.96,1309.57,781722222,221749982,296977586
2003-08-20,1000.3,9397.51,1299.73,1003.54,9423.26,1307.45,996.62,9364.03,1288.75,1002.35,9420.13,1289.43,672666667,244640919,259786207
2003-08-19,1002.35,9428.9,1299.69,1003.3,9445.08,1301.31,995.3,9351.73,1281.71,999.74,9412.17,1291.37,722555556,214834886,297308621
2003-08-18,999.74,9412.45,1284.81,1000.35,9419.38,1284.88,990.67,9320.59,1256.9,990.67,9320.66,1258.18,626444444,185628290,254536207
2003-08-15,990.67,9321.69,1253.63,992.39,9337.17,1257.46,987.1,9281.5,1246.32,990.51,9308.52,1250.45,353538889,104774287,121370690
2003-08-14,990.51,9310.56,1251.9,991.91,9334.57,1254.0,980.36,9218.82,1235.05,984.03,9272.25,1241.17,659333333,168189187,226132759
2003-08-13,984.03,9271.76,1240.37,992.5,9322.11,1249.14,980.85,9233.94,1233.8,990.35,9303.69,1247.56,671555556,165784382,249862069
2003-08-12,990.35,9310.06,1240.7,990.41,9310.27,1241.62,979.9,9208.8,1220.12,980.59,9218.12,1227.5,629055556,167765216,229282759
2003-08-11,980.59,9217.35,1223.14,985.46,9251.59,1230.26,974.21,9146.62,1208.33,977.59,9189.62,1209.35,567888889,145526039,207548276
2003-08-08,977.59,9191.09,1207.28,980.57,9191.37,1227.42,973.83,9127.36,1204.29,974.12,9127.36,1223.66,603666667,171660731,230401724
2003-08-07,974.12,9126.45,1217.17,974.89,9135.0,1225.29,963.82,9031.14,1208.74,967.08,9060.48,1214.89,771833333,191271088,282420690
2003-08-06,967.08,9061.74,1215.13,975.74,9134.57,1237.14,960.84,8997.11,1211.27,965.46,9032.96,1221.99,828333333,214303965,321081034
2003-08-05,965.46,9036.32,1229.72,982.82,9187.73,1263.83,964.97,9034.57,1226.82,982.82,9185.27,1263.79,750944444,198663103,300582759
2003-08-04,982.82,9186.04,1267.38,985.75,9209.15,1277.07,966.79,9048.58,1240.67,980.15,9154.18,1263.62,732611111,195699169,271277586
2003-08-01,980.15,9153.97,1264.34,990.31,9234.22,1276.99,978.86,9138.29,1260.09,990.31,9232.68,1274.61,772555556,212601205,255868966
2003-07-31,990.31,9233.8,1276.94,1004.59,9361.4,1298.81,987.49,9199.28,1269.89,987.49,9199.35,1278.29,893333333,243928010,320425862
2003-07-30,987.49,9200.05,1263.78,992.62,9236.54,1277.19,985.96,9164.97,1261.68,989.28,9204.39,1276.58,773277778,176932720,260993103
2003-07-29,989.28,9204.46,1275.17,998.64,9289.69,1287.84,984.15,9168.26,1257.13,996.52,9268.19,1284.24,838277778,227318287,293758621
2003-07-28,996.52,9266.51,1280.53,1000.68,9303.83,1285.86,993.59,9234.5,1272.01,998.68,9284.92,1281.5,738111111,205666857,264796552
2003-07-25,998.68,9284.57,1278.31,998.71,9284.57,1278.31,977.49,9085.13,1237.75,981.6,9113.85,1252.62,776388889,201657861,273789655
2003-07-24,981.6,9112.51,1253.76,998.89,9281.42,1287.45,981.07,9106.42,1252.12,988.61,9196.56,1282.13,866111111,210884803,327800000
2003-07-23,988.61,9194.24,1268.52,989.86,9203.48,1270.44,979.79,9102.28,1246.89,988.11,9159.08,1262.59,757055556,190232069,316375862
2003-07-22,988.11,9158.45,1257.63,990.29,9174.42,1265.4,976.08,9037.3,1242.17,978.8,9098.65,1252.99,799833333,217546219,301675862
2003-07-21,978.8,9096.69,1240.78,993.32,9187.8,1256.45,975.63,9075.19,1232.16,993.32,9187.8,1256.12,696777778,204264286,251605172
2003-07-18,993.32,9188.15,1259.91,994.25,9188.15,1267.69,981.71,9052.29,1244.11,981.73,9052.29,1265.0,758444444,229836061,276360345
2003-07-17,981.73,9050.82,1255.94,994.0,9113.57,1279.82,978.6,9017.84,1249.59,994.0,9089.34,1274.73,923000000,245327608,329772414
2003-07-16,994.09,9094.59,1291.99,1003.47,9153.42,1306.52,989.3,9042.19,1277.46,1000.42,9133.7,1305.76,923333333,279105849,331131034
2003-07-15,1000.42,9128.97,1294.47,1009.61,9238.01,1311.1,996.67,9091.3,1285.56,1003.86,9179.18,1309.69,843666667,271339425,330281034
2003-07-14,1003.86,9177.15,1295.74,1015.41,9278.41,1316.42,998.14,9126.45,1290.48,998.14,9126.45,1301.19,804944444,250106968,340203448
2003-07-11,998.14,9119.59,1280.57,1000.86,9146.48,1285.85,988.7,9035.52,1271.76,988.7,9036.39,1273.94,673722222,193052947,261531034
2003-07-10,988.7,9036.04,1268.65,1002.21,9154.53,1286.02,983.63,8996.76,1260.76,1002.21,9154.53,1280.44,814277778,213508000,298931034
2003-07-09,1002.21,9156.21,1295.16,1010.43,9229.11,1307.03,998.17,9108.24,1285.42,1007.84,9221.9,1294.58,898888889,273724767,364417241
2003-07-08,1007.84,9223.09,1298.37,1008.92,9236.39,1298.93,998.73,9162.94,1272.29,1004.42,9213.48,1275.79,869833333,225485438,348015517
2003-07-07,1004.42,9216.79,1281.89,1005.56,9261.12,1282.31,985.7,9073.92,1250.03,985.7,9073.92,1250.03,793944444,235208981,316617241
2003-07-03,985.7,9070.21,1231.34,995.0,9149.63,1250.62,983.34,9035.34,1228.4,993.75,9141.16,1233.4,431055556,132089297,162915517
2003-07-02,993.75,9142.84,1245.75,993.78,9148.3,1245.78,982.32,9043.54,1223.06,982.32,9043.54,1223.19,844055556,253534071,321836207
2003-07-01,982.32,9040.95,1217.37,983.26,9050.82,1219.23,962.1,8871.2,1180.11,974.5,8983.66,1195.3,811222222,230540705,295141379
2003-06-30,974.5,8985.44,1201.69,983.61,9068.05,1218.8,973.6,8970.43,1199.83,976.22,8990.74,1212.51,881777778,223909509,309106897
2003-06-27,976.22,8989.05,1205.25,988.88,9105.51,1229.11,974.29,8970.28,1199.6,985.82,9079.74,1216.86,704333333,213293149,267920690
2003-06-26,985.82,9079.04,1214.68,986.53,9092.21,1217.21,973.8,8987.16,1191.19,975.32,9011.06,1194.87,770777778,190609509,269113793
2003-06-25,975.32,9011.53,1188.41,991.64,9161.74,1212.79,974.86,9000.68,1186.53,983.45,9109.57,1193.16,810666667,217714540,269589655
2003-06-24,983.45,9109.85,1191.7,987.84,9140.81,1209.84,979.08,9057.89,1188.2,981.64,9071.48,1196.62,771277778,205308210,279225862
2003-06-23,981.64,9072.95,1200.17,995.69,9199.7,1221.65,977.4,9038.29,1189.78,995.69,9199.49,1220.19,776722222,196916520,292231034
2003-06-20,995.69,9200.75,1223.13,1002.09,9276.51,1235.84,993.36,9180.93,1217.19,994.7,9180.93,1235.2,943333333,338440734,304674138
2003-06-19,994.7,9179.53,1225.89,1011.22,9313.29,1255.3,993.08,9154.74,1222.87,1010.09,9293.8,1247.5,850055556,234846072,337537931
2003-06-18,1010.09,9293.8,1247.9,1015.12,9333.66,1255.39,1004.61,9232.05,1225.7,1011.66,9322.67,1233.83,827166667,259538361,358979310
2003-06-17,1011.66,9323.02,1239.63,1015.33,9352.77,1247.57,1007.04,9268.96,1229.73,1010.74,9319.66,1247.57,822055556,267008723,339418966
2003-06-16,1010.74,9318.96,1241.58,1010.86,9318.96,1242.5,988.61,9117.56,1206.13,988.61,9117.56,1211.58,747722222,209133200,329751724
2003-06-13,988.61,9117.12,1203.91,1000.92,9222.67,1235.42,984.27,9074.08,1201.12,998.51,9197.88,1231.75,706444444,189356140,312610345
2003-06-12,998.51,9196.55,1229.32,1002.74,9236.11,1235.88,991.27,9116.86,1218.02,997.48,9184.29,1233.48,862833333,215407426,308741379
2003-06-11,997.48,9183.22,1228.24,997.48,9183.22,1230.5,981.61,9038.07,1199.47,984.84,9048.85,1210.61,844444444,217804793,333137931
2003-06-10,984.84,9054.89,1212.99,984.84,9059.29,1212.99,975.93,8980.65,1194.2,975.93,8980.79,1201.26,708555556,211675060,308905172
2003-06-09,975.93,8980.0,1195.55,987.76,9066.45,1214.22,972.59,8945.59,1188.04,987.76,9061.18,1206.95,726111111,210833263,320120690
2003-06-06,987.76,9062.79,1213.11,1007.69,9215.88,1265.69,986.01,9045.57,1210.33,990.14,9045.57,1254.64,1020666667,348245099,510794828
2003-06-05,990.14,9041.3,1231.72,990.14,9045.15,1231.79,978.13,8969.24,1206.26,986.24,9036.67,1210.64,940611111,300074347,422255172
2003-06-04,986.24,9038.98,1224.76,987.85,9057.4,1228.52,970.72,8909.01,1195.96,971.56,8919.94,1199.74,899277778,253394246,433743103
2003-06-03,971.56,8922.95,1198.57,973.02,8940.38,1198.95,964.47,8861.32,1180.01,967.0,8898.23,1183.6,805666667,223020581,356531034
2003-06-02,967.0,8897.81,1185.13,979.11,9003.27,1213.76,963.59,8851.45,1180.32,963.59,8851.45,1210.77,923611111,261752360,434056897
2003-05-30,963.59,8850.26,1197.89,965.38,8868.33,1201.25,949.64,8711.39,1185.09,949.64,8711.46,1188.63,938222222,247000503,399079310
2003-05-29,949.64,8711.18,1181.82,962.08,8862.58,1198.43,946.23,8679.6,1172.52,953.22,8787.23,1175.4,936555556,286336099,384289655
2003-05-28,953.22,8793.12,1173.31,959.39,8854.53,1181.93,950.12,8773.93,1165.34,951.48,8781.84,1172.99,866111111,265540173,352115517
2003-05-27,951.48,8781.35,1172.58,952.76,8792.44,1174.16,927.33,8540.59,1123.25,933.22,8600.54,1123.66,851111111,266222927,333234483
2003-05-23,933.22,8601.38,1130.05,935.2,8625.82,1135.49,927.42,8541.57,1125.24,931.87,8594.02,1128.41,667222222,197940973,249787931
2003-05-22,931.87,8594.02,1131.45,935.3,8628.14,1137.68,922.54,8509.22,1112.59,923.42,8516.99,1116.21,804722222,278787796,307563793
2003-05-21,923.42,8516.43,1113.68,923.85,8523.16,1115.56,914.91,8431.21,1104.11,919.73,8485.62,1110.78,809888889,316345297,273958621
2003-05-20,919.73,8491.36,1112.85,925.34,8550.26,1124.34,912.05,8416.72,1103.2,920.77,8494.09,1118.3,836277778,263680021,293060345
2003-05-19,920.77,8493.39,1112.49,944.3,8676.59,1152.59,920.23,8483.31,1112.27,944.3,8676.52,1146.74,764277778,220797506,290381034
2003-05-16,944.3,8678.97,1154.48,948.65,8742.58,1162.64,938.6,8644.82,1146.29,946.67,8710.36,1158.51,836388889,244605995,307491379
2003-05-15,946.67,8713.14,1162.93,948.23,8727.78,1164.5,938.79,8643.11,1149.04,939.28,8649.22,1155.11,838166667,213431642,341746552
2003-05-14,939.28,8647.82,1148.14,947.29,8728.41,1165.2,935.24,8608.31,1140.77,942.3,8673.29,1161.47,778777778,202201514,313239655
2003-05-13,942.3,8679.25,1155.97,947.51,8723.29,1165.53,938.91,8647.6,1148.51,945.11,8722.88,1152.75,787833333,194023319,320039655
2003-05-12,945.11,8726.73,1160.42,946.84,8743.47,1163.75,929.3,8569.44,1133.89,933.41,8603.9,1141.08,766000000,224788342,309817241
2003-05-09,933.41,8604.6,1143.55,933.77,8612.79,1143.97,920.27,8492.69,1126.13,920.27,8492.69,1129.29,736722222,19957949,266412069
2003-05-08,920.27,8491.22,1118.76,929.62,8575.11,1132.28,919.72,8477.36,1116.67,929.62,8558.67,1120.53,766444444,192878698,279137931
2003-05-07,929.62,8560.63,1135.85,937.22,8635.06,1152.68,926.41,8529.04,1131.37,934.39,8585.42,1142.88,851055556,210949741,332365517
2003-05-06,934.39,8588.36,1152.78,939.61,8641.22,1161.0,926.38,8525.75,1134.47,926.55,8531.28,1134.56,916444444,225252058,368917241
2003-05-05,926.55,8531.57,1136.26,933.88,8601.94,1152.96,924.55,8511.11,1132.99,930.08,8583.17,1139.6,803500000,200377346,333108621
2003-05-02,930.08,8582.68,1136.35,930.56,8593.25,1137.45,912.35,8409.29,1109.66,916.3,8453.48,1109.92,863500000,216853450,314848276
2003-05-01,916.3,8454.25,1113.21,919.68,8488.35,1119.67,902.83,8340.23,1094.42,916.92,8478.48,1104.38,776388889,198604949,254113793
2003-04-30,916.92,8480.09,1106.06,922.01,8528.75,1116.85,911.7,8432.12,1104.39,917.84,8501.38,1111.54,993616667,253007025,279177586
2003-04-29,917.84,8502.99,1116.79,924.24,8559.77,1126.58,911.1,8442.34,1103.79,914.84,8472.88,1113.05,847555556,236500749,288034483
2003-04-28,914.84,8471.61,1107.13,918.15,8501.66,1110.5,898.81,8305.03,1084.77,898.81,8306.84,1086.58,707222222,214886404,254784483
2003-04-25,898.81,8306.35,1083.19,911.43,8439.33,1101.76,897.52,8288.49,1081.34,911.43,8438.98,1100.65,742111111,226263083,261332759
2003-04-24,911.43,8440.04,1108.12,919.02,8512.44,1115.36,906.69,8395.7,1097.19,919.02,8512.44,1100.84,915611111,239522156,286472414
2003-04-23,919.02,8515.66,1112.93,919.74,8526.38,1115.67,909.89,8451.45,1096.92,911.37,8484.92,1105.45,926222222,271297894,313451724
2003-04-22,911.37,8484.99,1102.44,911.74,8487.51,1103.81,886.7,8263.98,1072.13,892.01,8326.38,1073.88,906222222,251077458,278329310
2003-04-21,892.01,8328.9,1081.04,898.01,8397.95,1089.71,888.17,8301.94,1070.86,893.58,8336.67,1083.75,621500000,175987297,219167241
2003-04-17,893.58,8337.65,1083.56,893.83,8347.45,1084.81,879.2,8235.41,1051.36,879.91,8255.79,1051.36,794777778,246275525,283448276
2003-04-16,879.91,8257.61,1054.89,896.77,8446.33,1078.23,877.93,8233.73,1051.52,890.81,8405.72,1070.64,882000000,303517468,267517241
2003-04-15,890.81,8402.36,1053.08,891.27,8402.43,1058.54,881.85,8307.54,1039.99,885.23,8347.66,1044.33,811222222,255891512,223431034
2003-04-14,885.23,8351.1,1048.31,885.26,8351.94,1050.51,868.3,8201.55,1025.8,868.3,8203.97,1028.0,628333333,199772568,202351724
2003-04-11,868.3,8203.41,1026.15,883.34,8337.65,1051.88,865.92,8179.74,1020.56,871.58,8223.22,1046.45,634222222,214454163,213374138
2003-04-10,871.58,8221.33,1033.14,871.78,8225.04,1035.61,862.76,8145.87,1018.17,865.99,8198.99,1024.74,708500000,206354804,213001724
2003-04-09,865.99,8197.94,1023.52,887.35,8388.33,1055.89,865.72,8195.14,1023.48,878.29,8299.28,1048.92,718722222,260959491,226206897
2003-04-08,878.29,8298.92,1046.3,883.11,8342.83,1056.03,874.68,8260.48,1041.47,879.93,8299.12,1051.75,686333333,229753150,226339655
2003-04-07,879.93,8300.41,1053.28,904.89,8520.21,1091.74,878.85,8284.15,1053.22,878.85,8284.15,1089.93,830000000,285571262,261393103
2003-04-04,878.85,8277.15,1050.71,882.73,8305.86,1067.51,874.23,8215.1,1044.37,876.45,8240.59,1067.51,689555556,246989687,235655172
2003-04-03,876.45,8240.38,1064.06,885.89,8335.62,1078.76,876.12,8237.54,1058.01,880.9,8285.76,1070.51,744166667,258177547,249225862
2003-04-02,880.9,8285.06,1063.46,884.57,8316.64,1066.9,858.48,8070.98,1047.39,858.48,8070.98,1047.39,883222222,289361953,277532759
2003-04-01,858.48,8069.86,1022.63,861.28,8100.53,1031.51,847.85,7979.69,1015.46,848.18,7992.83,1025.02,812000000,263584268,243467241
2003-03-31,848.18,7992.13,1018.66,863.5,8142.83,1032.91,843.68,7929.31,1014.96,863.5,8142.83,1028.43,830833333,301280377,275220690
2003-03-28,863.5,8145.77,1046.72,869.88,8205.09,1061.83,860.83,8105.79,1044.38,868.52,8198.85,1052.25,681666667,187965602,235324138
2003-03-27,868.52,8201.45,1061.93,874.15,8251.8,1070.67,858.09,8104.05,1049.5,869.95,8226.39,1055.7,684944444,225456632,248500000
2003-03-26,869.95,8229.88,1066.3,875.8,8284.99,1074.98,866.47,8187.73,1060.05,874.74,8279.88,1065.78,733166667,227253834,244572414
2003-03-25,874.74,8280.23,1066.57,879.87,8337.72,1075.43,862.59,8180.72,1047.06,864.23,8216.85,1051.71,740777778,258075587,247800000
2003-03-24,864.23,8214.68,1047.1,895.79,8514.82,1068.46,862.02,8185.2,1045.65,895.79,8514.82,1064.65,718333333,259417184,227134483
2003-03-21,895.79,8521.62,1093.12,895.9,8522.18,1099.61,875.84,8290.38,1078.64,875.84,8290.38,1096.3,1046505556,360451588,329577586
2003-03-20,875.67,8286.6,1080.24,879.6,8318.81,1089.21,859.01,8130.86,1052.92,874.02,8264.68,1064.32,799500000,266437989,275300000
2003-03-19,874.02,8265.45,1074.97,874.99,8277.64,1083.11,861.21,8141.5,1058.81,866.45,8193.04,1078.19,818555556,277086554,292184483
2003-03-18,866.45,8194.23,1082.19,866.94,8209.36,1082.2,857.36,8096.12,1063.22,862.79,8142.69,1075.3,863944444,302662078,281417241
2003-03-17,862.79,8141.92,1077.01,862.79,8145.84,1077.14,827.17,7779.73,1018.76,833.27,7857.96,1021.97,944677778,356662170,325260345
2003-03-14,833.27,7859.71,1030.45,841.39,7931.63,1042.56,828.26,7799.48,1020.17,831.89,7822.17,1034.43,856611111,301815133,277767241
2003-03-13,831.9,7821.75,1029.79,832.02,7824.34,1029.84,804.19,7555.29,981.58,804.19,7555.29,990.36,1009055556,346620248,308462069
2003-03-12,804.19,7552.07,970.54,804.19,7552.07,971.39,788.9,7416.64,946.79,800.73,7517.76,954.66,900000000,286430190,264413793
2003-03-11,800.73,7524.06,958.82,814.25,7642.41,973.86,800.3,7520.63,956.94,807.48,7568.53,966.74,793166667,227477007,215817241
2003-03-10,807.48,7568.18,964.29,828.89,7739.47,982.87,806.57,7559.64,962.48,828.89,7739.4,977.95,697222222,216029841,193098276
2003-03-07,828.89,7740.03,986.82,829.55,7743.82,992.11,811.23,7562.65,964.25,822.1,7671.75,967.93,760277778,310099785,247593103
2003-03-06,822.1,7673.99,983.96,829.85,7777.42,991.69,819.85,7659.09,976.55,829.85,7774.76,982.04,721777778,231665489,217639655
2003-03-05,829.85,7775.6,990.23,829.87,7775.6,995.19,819.0,7661.32,978.4,821.99,7702.35,981.67,740388889,237162807,234584483
2003-03-04,821.99,7704.87,982.98,835.43,7845.71,994.35,821.96,7704.31,982.06,834.81,7838.14,991.6,698111111,219676271,210660345
2003-03-03,834.81,7837.86,991.07,852.34,7981.46,1023.47,832.74,7822.73,988.4,841.15,7890.24,1015.87,671611111,216423681,216118966
2003-02-28,841.15,7891.08,1009.74,847.0,7965.8,1013.34,837.28,7855.44,994.79,837.28,7886.11,998.26,762944444,245042138,233512069
2003-02-27,837.28,7884.99,994.8,842.19,7924.62,1000.98,827.55,7789.95,976.6,827.55,7807.96,982.51,715444444,254908018,213467241
2003-02-26,827.55,7806.98,974.49,840.1,7925.81,1001.99,826.68,7793.89,973.93,838.57,7907.39,992.91,763555556,261131581,208118966
2003-02-25,838.57,7909.5,999.28,839.55,7920.49,1001.72,818.54,7719.64,969.56,832.58,7856.42,981.52,824277778,270166202,240682759
2003-02-24,832.58,7858.24,994.69,848.17,8017.34,1013.2,832.16,7851.11,994.23,848.17,8017.34,1009.14,682888889,228965185,210772414
2003-02-21,848.17,8018.11,1015.92,852.28,8039.27,1019.25,831.48,7854.38,986.73,837.1,7915.52,1002.14,776777778,261416416,231455172
2003-02-20,837.1,7914.96,1001.47,849.37,8027.35,1015.22,836.56,7893.74,999.58,845.13,8002.7,1010.5,663388889,219534839,227656897
2003-02-19,845.13,8000.6,1005.88,851.17,8043.11,1014.64,838.79,7935.27,994.25,851.17,8033.8,1011.69,597555556,199104159,203396552
2003-02-18,851.17,8041.15,1014.91,852.87,8076.02,1015.34,834.89,7909.3,989.82,834.89,7909.3,990.21,694888889,224955976,224815517
2003-02-14,834.89,7908.8,982.09,834.89,7908.8,982.12,815.03,7725.32,952.7,817.37,7750.9,958.2,780333333,237901426,226794828
2003-02-13,817.37,7749.87,951.9,821.25,7781.89,959.73,806.29,7628.99,938.52,818.68,7756.55,959.56,827388889,238202804,225937931
2003-02-12,818.68,7758.17,956.73,832.12,7854.62,978.06,818.49,7753.71,956.57,829.2,7836.36,967.89,700277778,205955986,212253448
2003-02-11,829.2,7843.11,971.61,843.02,7985.52,989.32,825.09,7806.5,962.44,835.97,7920.93,975.52,726111111,227247753,223481034
2003-02-10,835.97,7920.11,969.96,837.16,7933.68,974.48,823.53,7801.29,950.81,829.69,7865.74,961.69,687888889,224581751,209731034
2003-02-07,829.69,7864.23,957.05,845.73,8001.08,983.36,826.7,7830.02,951.67,838.15,7932.45,980.5,709333333,220120897,211870690
2003-02-06,838.15,7929.3,970.55,844.23,7991.96,979.18,833.25,7881.3,960.81,843.59,7981.95,966.05,794944444,218864782,210227586
2003-02-05,843.59,7985.18,968.97,861.63,8152.53,999.16,842.11,7967.82,967.59,848.2,8014.45,980.75,806000000,229553984,235712069
2003-02-04,848.2,8013.29,971.73,860.32,8104.61,974.68,840.19,7934.77,960.01,860.32,8104.61,972.93,806444444,228719492,235887931
2003-02-03,860.32,8109.82,987.07,864.64,8152.08,997.56,855.7,8053.74,981.37,855.7,8053.74,987.37,699166667,221787982,216646552
2003-01-31,855.7,8053.81,983.05,858.33,8089.66,996.04,840.34,7917.16,968.34,844.61,7939.72,971.6,876961111,307519498,268070690
2003-01-30,844.61,7945.13,985.52,865.48,8141.09,1022.21,843.74,7938.62,985.16,864.36,8109.14,1018.48,839055556,260038220,249332759
2003-01-29,864.36,8110.71,1016.56,868.72,8158.02,1022.98,845.86,7945.0,980.92,858.54,8087.95,994.6,886333333,297932072,259929310
2003-01-28,858.54,8088.84,1001.41,860.76,8114.0,1006.51,847.48,7991.07,983.95,847.48,7991.07,996.88,810611111,265230212,242527586
2003-01-27,847.48,7989.56,986.41,863.95,8150.34,1006.26,844.25,7957.82,982.02,861.4,8128.54,985.08,797722222,272281227,248327586
2003-01-24,861.4,8131.01,996.18,887.34,8367.89,1027.7,859.71,8112.43,992.85,887.34,8367.89,1027.7,874888889,267490941,270405172
2003-01-23,887.34,8369.47,1032.67,890.25,8386.61,1039.16,876.89,8255.86,1011.12,878.36,8320.72,1024.47,969194444,274907872,270087931
2003-01-22,878.36,8318.73,1006.51,889.74,8444.61,1027.08,877.64,8306.59,1003.58,887.62,8439.54,1005.57,867111111,265564764,254744828
2003-01-21,887.62,8442.9,1008.93,906.0,8623.49,1028.32,887.62,8438.18,1008.93,901.78,8586.26,1022.94,741777778,231630622,233691379
2003-01-17,901.78,8586.74,1017.58,914.6,8695.82,1041.43,899.02,8559.11,1017.53,914.6,8695.82,1041.43,754555556,293761114,247213793
2003-01-16,914.6,8697.87,1061.46,926.03,8805.52,1084.36,911.98,8673.05,1057.87,918.22,8721.12,1076.18,852555556,230843266,235612069
2003-01-15,918.22,8723.18,1073.6,932.59,8854.61,1099.89,916.7,8702.14,1069.96,931.66,8843.64,1096.96,795611111,254570175,260875862
2003-01-14,931.66,8842.62,1094.87,931.66,8843.37,1097.71,921.72,8746.35,1080.85,926.26,8787.22,1082.37,766333333,225101276,229196552
2003-01-13,926.26,8785.98,1083.0,935.05,8869.29,1104.32,922.05,8746.97,1075.96,927.57,8787.83,1101.24,775722222,231984172,237248276
2003-01-10,927.57,8784.89,1087.36,932.89,8818.55,1096.45,917.66,8689.58,1056.31,927.58,8776.04,1059.86,825222222,235518676,284882759
2003-01-09,927.57,8776.18,1076.05,928.31,8787.7,1084.7,909.93,8596.61,1056.05,909.93,8596.68,1056.61,866833333,253576171,290687931
2003-01-08,909.93,8595.31,1042.52,922.93,8736.07,1065.69,908.32,8580.1,1040.38,922.93,8735.93,1063.48,815333333,255608196,251208621
2003-01-07,922.93,8740.59,1071.85,930.81,8802.36,1082.52,919.93,8713.1,1057.16,929.01,8775.84,1063.18,858444444,266877693,302717241
2003-01-06,929.01,8773.57,1061.48,931.77,8800.59,1068.49,908.59,8602.51,1034.02,908.59,8602.78,1034.02,797722222,258035212,270291379
2003-01-03,908.59,8601.69,1031.63,911.25,8635.49,1033.37,903.07,8552.87,1018.16,909.03,8607.38,1024.47,628222222,233917757,198205172
2003-01-02,909.03,8607.52,1027.86,909.03,8608.27,1027.91,879.82,8342.38,984.59,879.82,8342.38,995.64,682888889,243833461,221989655
2002-12-31,879.82,8341.63,984.37,881.93,8361.31,994.22,869.45,8242.91,977.59,879.39,8332.24,987.81,604722222,190487766,201167241
2002-12-30,879.39,8332.85,989.89,882.1,8364.74,1003.31,870.23,8252.51,980.74,875.4,8304.06,999.39,587666667,200826884,185617241
2002-12-27,875.4,8303.78,997.85,890.46,8449.41,1018.16,873.62,8285.14,996.1,889.66,8429.28,1012.34,421333333,143774220,138786207
2002-12-26,889.66,8432.61,1016.46,903.89,8565.01,1041.49,887.48,8408.71,1013.3,892.47,8448.86,1026.44,400611111,130757811,140053448
2002-12-24,892.47,8448.11,1023.29,897.38,8491.99,1034.19,892.29,8443.65,1023.06,897.38,8491.99,1026.57,254616667,81599006,90324138
2002-12-23,897.38,8493.29,1032.3,902.43,8554.04,1035.49,892.26,8462.64,1010.84,895.74,8511.39,1012.46,617833333,184865491,205700000
2002-12-20,895.76,8512.01,1013.9,897.79,8513.65,1022.74,884.25,8367.41,1009.53,884.25,8367.41,1009.67,990405556,386074951,343468966
2002-12-19,884.25,8364.8,1006.05,899.19,8505.23,1035.52,880.32,8327.78,999.8,890.02,8441.94,1012.51,769944444,249206894,285265517
2002-12-18,891.12,8447.35,1013.72,902.99,8531.38,1029.91,887.82,8407.72,1007.92,902.99,8531.31,1029.82,803444444,227603625,263724138
2002-12-17,902.99,8535.39,1040.01,911.22,8638.64,1052.59,901.74,8525.45,1033.19,910.4,8626.99,1038.96,695444444,224183275,230474138
2002-12-16,910.4,8627.4,1042.44,910.42,8627.54,1042.84,889.48,8434.74,1008.52,889.48,8436.59,1011.89,706444444,207022367,242450000
2002-12-13,889.48,8433.71,1005.85,901.58,8536.07,1027.66,888.48,8422.94,1005.85,901.58,8536.07,1027.66,739333333,213191337,236450000
2002-12-12,901.58,8538.4,1039.95,908.37,8615.13,1051.55,897.0,8510.84,1029.41,904.96,8590.99,1047.47,697388889,206045997,242796552
2002-12-11,904.96,8589.14,1036.34,909.94,8625.89,1047.74,896.48,8487.53,1019.4,904.45,8571.52,1023.91,713944444,219927607,245496552
