Date,MSFT.US
1995-01-23,2.77943
1995-01-24,2.7481
1995-01-25,2.73214
1995-01-26,2.65322
1995-01-27,2.65322
1995-01-30,2.61371
1995-01-31,2.62958
1995-02-01,2.62159
1995-02-02,2.61371
1995-02-03,2.661
1995-02-06,2.69273
1995-02-07,2.70051
1995-02-08,2.74012
1995-02-09,2.74012
1995-02-10,2.7481
1995-02-13,2.7481
1995-02-14,2.74012
1995-02-15,2.69273
1995-02-16,2.69273
1995-02-17,2.67716
1995-02-21,2.64534
1995-02-22,2.72426
1995-02-23,2.73214
1995-02-24,2.70819
1995-02-27,2.73214
1995-02-28,2.78751
1995-03-01,2.80297
1995-03-02,2.81883
1995-03-03,2.81883
1995-03-06,2.85096
1995-03-07,2.88997
1995-03-08,3.03204
1995-03-09,3.00839
1995-03-10,3.03204
1995-03-13,3.05578
1995-03-14,3.17421
1995-03-15,3.11904
1995-03-16,3.10327
1995-03-17,3.09539
1995-03-20,3.15066
1995-03-21,3.11904
1995-03-22,3.14268
1995-03-23,3.222
1995-03-24,3.26909
1995-03-27,3.22968
1995-03-28,3.2611
1995-03-29,3.19805
1995-03-30,3.19027
1995-03-31,3.15066
1995-04-03,3.10327
1995-04-04,3.09539
1995-04-05,3.12702
1995-04-06,3.10327
1995-04-07,3.07973
1995-04-10,3.14268
1995-04-11,3.19027
1995-04-12,3.17421
1995-04-13,3.21362
1995-04-17,3.42702
1995-04-18,3.39559
1995-04-19,3.37195
1995-04-20,3.33214
1995-04-21,3.32456
1995-04-24,3.44298
1995-04-25,3.54554
1995-04-26,3.52968
1995-04-27,3.48209
1995-04-28,3.61658
1995-05-01,3.64042
1995-05-02,3.5217
1995-05-03,3.58505
1995-05-04,3.6084
1995-05-05,3.54554
1995-05-08,3.53756
1995-05-09,3.53756
1995-05-10,3.50593
1995-05-11,3.60121
1995-05-12,3.57737
1995-05-15,3.60121
1995-05-16,3.75875
1995-05-17,3.80604
1995-05-18,3.75106
1995-05-19,3.78259
1995-05-22,3.86141
1995-05-23,3.91668
1995-05-24,3.87707
1995-05-25,3.9481
1995-05-26,3.87707
1995-05-30,3.67185
1995-05-31,3.75106
1995-06-01,3.72712
1995-06-02,3.67943
1995-06-05,3.75106
1995-06-06,3.67943
1995-06-07,3.71904
1995-06-08,3.72712
1995-06-09,3.75875
1995-06-12,3.71156
1995-06-13,3.71156
1995-06-14,3.71156
1995-06-15,3.75875
1995-06-16,3.85343
1995-06-19,3.97943
1995-06-20,4.04288
1995-06-21,4.01166
1995-06-22,4.06663
1995-06-23,4.0352
1995-06-26,3.97205
1995-06-27,3.84544
1995-06-28,3.89273
1995-06-29,3.95609
1995-06-30,4.00328
1995-07-03,4.02692
1995-07-05,4.01934
1995-07-06,4.10644
1995-07-07,4.23234
1995-07-10,4.37451
1995-07-11,4.27205
1995-07-12,4.422
1995-07-13,4.42988
1995-07-14,4.58762
1995-07-17,4.82476
1995-07-18,4.5088
1995-07-19,4.18505
1995-07-20,4.25619
1995-07-21,4.07461
1995-07-24,4.14564
1995-07-25,4.26407
1995-07-26,4.24841
1995-07-27,4.27205
1995-07-28,4.09825
1995-07-31,4.01166
1995-08-01,3.96407
1995-08-02,3.94022
1995-08-03,4.0352
1995-08-04,4.15333
1995-08-07,4.14564
1995-08-08,4.13766
1995-08-09,4.27205
1995-08-10,4.16949
1995-08-11,4.27205
1995-08-14,4.37451
1995-08-15,4.35895
1995-08-16,4.37451
1995-08-17,4.39047
1995-08-18,4.30368
1995-08-21,4.18505
1995-08-22,4.39836
1995-08-23,4.3353
1995-08-24,4.25619
1995-08-25,4.17717
1995-08-28,3.98771
1995-08-29,4.06663
1995-08-30,4.12978
1995-08-31,4.09825
1995-09-01,3.97205
1995-09-05,4.2088
1995-09-06,4.13766
1995-09-07,4.19293
1995-09-08,4.23234
1995-09-11,4.31934
1995-09-12,4.26407
1995-09-13,4.25619
1995-09-14,4.20072
1995-09-15,4.13766
1995-09-18,4.07461
1995-09-19,4.12978
1995-09-20,4.1222
1995-09-21,4.01166
1995-09-22,3.97205
1995-09-25,3.99599
1995-09-26,3.9091
1995-09-27,3.92476
1995-09-28,4.05067
1995-09-29,4.01166
1995-10-02,3.9091
1995-10-03,3.93244
1995-10-04,3.81432
1995-10-05,3.87707
1995-10-06,3.80604
1995-10-09,3.67943
1995-10-10,3.71156
1995-10-11,3.83746
1995-10-12,3.87707
1995-10-13,3.8219
1995-10-16,3.83746
1995-10-17,4.0352
1995-10-18,4.23234
1995-10-19,4.28761
1995-10-20,4.23234
1995-10-23,4.26407
1995-10-24,4.31934
1995-10-25,4.24841
1995-10-26,4.34298
1995-10-27,4.42988
1995-10-30,4.54841
1995-10-31,4.42988
1995-11-01,4.35895
1995-11-02,4.42988
1995-11-03,4.40574
1995-11-06,4.31176
1995-11-07,4.1222
1995-11-08,4.21668
1995-11-09,4.38239
1995-11-10,4.28761
1995-11-13,4.26407
1995-11-14,4.16151
1995-11-15,4.16151
1995-11-16,3.97943
1995-11-17,3.86919
1995-11-20,3.80604
1995-11-21,3.89273
1995-11-22,3.86919
1995-11-24,3.89273
1995-11-27,3.86141
1995-11-28,4.05067
1995-11-29,3.97205
1995-11-30,3.86141
1995-12-01,3.8219
1995-12-04,3.89273
1995-12-05,3.80604
1995-12-06,4.01166
1995-12-07,4.01166
1995-12-08,4.18505
1995-12-11,4.1222
1995-12-12,4.04288
1995-12-13,4.06663
1995-12-14,3.93244
1995-12-15,3.91668
1995-12-18,3.85343
1995-12-19,4.02692
1995-12-20,3.86141
1995-12-21,3.98771
1995-12-22,4.01166
1995-12-26,3.99599
1995-12-27,3.93244
1995-12-28,3.86919
1995-12-29,3.88545
1996-01-02,3.97205
1996-01-03,3.84544
1996-01-04,3.86919
1996-01-05,3.8219
1996-01-08,3.8219
1996-01-09,3.55342
1996-01-10,3.6482
1996-01-11,3.83746
1996-01-12,3.79835
1996-01-15,3.65579
1996-01-16,3.8219
1996-01-17,3.75875
1996-01-18,3.87707
1996-01-19,4.06663
1996-01-22,4.07461
1996-01-23,3.96407
1996-01-24,4.04288
1996-01-25,3.95609
1996-01-26,4.01166
1996-01-29,4.00328
1996-01-30,4.01934
1996-01-31,4.09825
1996-02-01,4.16949
1996-02-02,4.1222
1996-02-05,4.30368
1996-02-06,4.27205
1996-02-07,4.28761
1996-02-08,4.37451
1996-02-09,4.42988
1996-02-12,4.40574
1996-02-13,4.41442
1996-02-14,4.37451
1996-02-15,4.35895
1996-02-16,4.3353
1996-02-20,4.32702
1996-02-21,4.422
1996-02-22,4.54043
1996-02-23,4.57993
1996-02-26,4.45373
1996-02-27,4.42988
1996-02-28,4.42988
1996-02-29,4.36663
1996-03-01,4.23234
1996-03-04,4.26407
1996-03-05,4.34298
1996-03-06,4.2956
1996-03-07,4.31176
1996-03-08,4.2088
1996-03-11,4.27205
1996-03-12,4.24062
1996-03-13,4.46929
1996-03-14,4.41442
1996-03-15,4.53274
1996-03-18,4.65885
1996-03-19,4.72998
1996-03-20,4.6352
1996-03-21,4.46171
1996-03-22,4.47737
1996-03-25,4.422
1996-03-26,4.54841
1996-03-27,4.54043
1996-03-28,4.52446
1996-03-29,4.56447
1996-04-01,4.54841
1996-04-02,4.6352
1996-04-03,4.62702
1996-04-04,4.61944
1996-04-08,4.596
1996-04-09,4.50082
1996-04-10,4.50082
1996-04-11,4.47737
1996-04-12,4.47737
1996-04-15,4.57993
1996-04-16,4.65885
1996-04-17,4.69077
1996-04-18,4.82476
1996-04-19,4.85639
1996-04-22,4.99068
1996-04-23,4.99068
1996-04-24,4.93521
1996-04-25,4.99068
1996-04-26,5.022
1996-04-29,4.99068
1996-04-30,5.01412
1996-05-01,5.10082
1996-05-02,4.94349
1996-05-03,4.91146
1996-05-06,4.95097
1996-05-07,5.00634
1996-05-08,5.06171
1996-05-09,5.022
1996-05-10,5.08536
1996-05-13,5.25127
1996-05-14,5.26713
1996-05-15,5.21186
1996-05-16,5.18802
1996-05-17,5.18014
1996-05-20,5.17205
1996-05-21,5.10082
1996-05-22,5.17205
1996-05-23,5.25127
1996-05-24,5.25127
1996-05-28,5.1956
1996-05-29,5.18802
1996-05-30,5.23521
1996-05-31,5.25895
1996-06-03,5.24329
1996-06-04,5.21924
1996-06-05,5.35383
1996-06-06,5.30634
1996-06-07,5.36919
1996-06-10,5.33797
1996-06-11,5.409
1996-06-12,5.53531
1996-06-13,5.51964
1996-06-14,5.44881
1996-06-17,5.51964
1996-06-18,5.41708
1996-06-19,5.39314
1996-06-20,5.39314
1996-06-21,5.48802
1996-06-24,5.4955
1996-06-25,5.40112
1996-06-26,5.33797
1996-06-27,5.31432
1996-06-28,5.3223
1996-07-01,5.41708
1996-07-02,5.38516
1996-07-03,5.36171
1996-07-05,5.24329
1996-07-08,5.33009
1996-07-09,5.31432
1996-07-10,5.29088
1996-07-11,5.06959
1996-07-12,4.97461
1996-07-15,4.8959
1996-07-16,5.1092
1996-07-17,5.18802
1996-07-18,5.30634
1996-07-19,5.35383
1996-07-22,5.30634
1996-07-23,4.96693
1996-07-24,5.07727
1996-07-25,5.25127
1996-07-26,5.27462
1996-07-29,5.17205
1996-07-30,5.25127
1996-07-31,5.21924
1996-08-01,5.33797
1996-08-02,5.46487
1996-08-05,5.39314
1996-08-06,5.48802
1996-08-07,5.52723
1996-08-08,5.54309
1996-08-09,5.51216
1996-08-12,5.54309
1996-08-13,5.47235
1996-08-14,5.52723
1996-08-15,5.54309
1996-08-16,5.50408
1996-08-19,5.47235
1996-08-20,5.46487
1996-08-21,5.47235
1996-08-22,5.53531
1996-08-23,5.45609
1996-08-26,5.44063
1996-08-27,5.52723
1996-08-28,5.55915
1996-08-29,5.4955
1996-08-30,5.42477
1996-09-03,5.46487
1996-09-04,5.46487
1996-09-05,5.37787
1996-09-06,5.42477
1996-09-09,5.52723
1996-09-10,5.50408
1996-09-11,5.54309
1996-09-12,5.69324
1996-09-13,5.80408
1996-09-16,5.81994
1996-09-17,5.93019
1996-09-18,6.04093
1996-09-19,6.096
1996-09-20,6.11995
1996-09-23,6.096
1996-09-24,6.06448
1996-09-25,6.0091
1996-09-26,5.84339
1996-09-27,5.95383
1996-09-30,5.84339
1996-10-01,5.85097
1996-10-02,5.9695
1996-10-03,5.93019
1996-10-04,6.04093
1996-10-07,6.08832
1996-10-08,5.99354
1996-10-09,5.95383
1996-10-10,5.92241
1996-10-11,6.07246
1996-10-14,6.04861
1996-10-15,6.15157
1996-10-16,6.11206
1996-10-17,6.00142
1996-10-18,5.9695
1996-10-21,5.93019
1996-10-22,5.86684
1996-10-23,5.95383
1996-10-24,6.04861
1996-10-25,6.04093
1996-10-28,6.04861
1996-10-29,5.99354
1996-10-30,6.03315
1996-10-31,6.08014
1996-11-01,6.08014
1996-11-04,6.11206
1996-11-05,6.26192
1996-11-06,6.3959
1996-11-07,6.3565
1996-11-08,6.3565
1996-11-11,6.3565
1996-11-12,6.27768
1996-11-13,6.41975
1996-11-14,6.62497
1996-11-15,6.60123
1996-11-18,6.6566
1996-11-19,6.90163
1996-11-20,6.7828
1996-11-21,6.6566
1996-11-22,6.66468
1996-11-25,6.79857
1996-11-26,6.80695
1996-11-27,6.88576
1996-11-29,6.94882
1996-12-02,6.98812
1996-12-03,6.84625
1996-12-04,6.7828
1996-12-05,6.77512
1996-12-06,6.76734
1996-12-09,7.24084
1996-12-10,7.24902
1996-12-11,7.3831
1996-12-12,7.17
1996-12-13,7.0832
1996-12-16,6.79857
1996-12-17,7.07512
1996-12-18,7.32015
1996-12-19,7.51739
1996-12-20,7.40695
1996-12-23,7.41433
1996-12-24,7.51739
1996-12-26,7.57236
1996-12-27,7.46182
1996-12-30,7.39119
1996-12-31,7.32015
1997-01-02,7.22537
1997-01-03,7.49375
1997-01-06,7.4704
1997-01-07,7.52537
1997-01-08,7.3831
1997-01-09,7.29641
1997-01-10,7.46182
1997-01-13,7.41433
1997-01-14,7.56478
1997-01-15,7.49375
1997-01-16,7.62035
1997-01-17,7.71473
1997-01-20,8.03848
1997-01-21,8.41031
1997-01-22,8.62262
1997-01-23,8.39435
1997-01-24,8.49691
1997-01-27,8.51277
1997-01-28,8.46498
1997-01-29,8.61593
1997-01-30,8.95504
1997-01-31,9.03266
1997-02-03,9.06598
1997-02-04,9.13752
1997-02-05,8.70922
1997-02-06,8.59987
1997-02-07,8.89029
1997-02-10,8.65554
1997-02-11,8.72608
1997-02-12,8.8433
1997-02-13,8.86056
1997-02-14,8.66951
1997-02-18,8.62262
1997-02-19,8.63888
1997-02-20,8.43326
1997-02-21,8.41031
1997-02-24,8.86795
1997-02-25,8.81367
1997-02-26,8.87543
1997-02-27,8.51277
1997-02-28,8.63888
1997-03-03,8.81367
1997-03-04,8.78015
1997-03-05,8.9302
1997-03-06,8.65554
1997-03-07,8.56755
1997-03-10,8.86056
1997-03-11,8.70922
1997-03-12,8.75062
1997-03-13,8.82106
1997-03-14,8.76469
1997-03-17,8.90037
1997-03-18,8.82106
1997-03-19,8.56755
1997-03-20,8.50479
1997-03-21,8.32222
1997-03-24,7.98321
1997-03-25,7.99917
1997-03-26,8.34656
1997-03-27,8.29917
1997-03-31,8.11779
1997-04-01,8.26006
1997-04-02,8.14892
1997-04-03,8.42548
1997-04-04,8.33868
1997-04-07,8.48883
1997-04-08,8.70103
1997-04-09,8.67809
1997-04-10,8.56755
1997-04-11,8.41031
1997-04-14,8.62262
1997-04-15,8.59987
1997-04-16,8.70103
1997-04-17,8.69315
1997-04-18,9.5308
1997-04-21,9.5308
1997-04-22,9.80117
1997-04-23,10.1943
1997-04-24,10.1045
1997-04-25,10.0626
1997-04-28,10.1703
1997-04-29,10.5395
1997-04-30,10.7619
1997-05-01,10.715
1997-05-02,10.6901
1997-05-05,10.6432
1997-05-06,10.3888
1997-05-07,10.2242
1997-05-08,10.306
1997-05-09,10.3399
1997-05-12,10.4646
1997-05-13,10.4297
1997-05-14,10.2631
1997-05-15,10.3748
1997-05-16,10.2242
1997-05-19,10.1943
1997-05-20,10.5474
1997-05-21,10.6592
1997-05-22,10.6821
1997-05-23,10.8797
1997-05-27,11.2119
1997-05-28,11.15
1997-05-29,11.15
1997-05-30,10.9844
1997-06-02,11.0173
1997-06-03,10.6901
1997-06-04,10.5554
1997-06-05,10.6751
1997-06-06,10.9844
1997-06-09,11.0782
1997-06-10,11.0543
1997-06-11,11.2428
1997-06-12,11.2428
1997-06-13,11.4783
1997-06-16,11.6309
1997-06-17,11.8823
1997-06-18,11.5301
1997-06-19,11.4473
1997-06-20,11.5042
1997-06-23,11.3386
1997-06-24,11.6938
1997-06-25,11.5561
1997-06-26,11.3556
1997-06-27,11.2927
1997-06-30,11.1899
1997-07-01,11.0602
1997-07-02,11.3705
1997-07-03,11.4713
1997-07-07,11.4643
1997-07-08,11.6229
1997-07-09,11.578
1997-07-10,11.5042
1997-07-11,11.4872
1997-07-14,12.042
1997-07-15,12.2604
1997-07-16,13.1474
1997-07-17,13.2422
1997-07-18,12.447
1997-07-21,12.042
1997-07-22,12.7613
1997-07-23,12.5228
1997-07-24,12.2245
1997-07-25,12.2604
1997-07-28,12.1377
1997-07-29,12.3871
1997-07-30,12.4989
1997-07-31,12.5228
1997-08-01,12.452
1997-08-04,12.5388
1997-08-05,12.6894
1997-08-06,12.7074
1997-08-07,12.7433
1997-08-08,12.3971
1997-08-11,12.2445
1997-08-12,12.042
1997-08-13,12.0509
1997-08-14,12.0679
1997-08-15,11.7656
1997-08-18,11.8504
1997-08-19,12.2944
1997-08-20,12.447
1997-08-21,12.2096
1997-08-22,12.1547
1997-08-25,12.0908
1997-08-26,11.9542
1997-08-27,11.9143
1997-08-28,11.6938
1997-08-29,11.7097
1997-09-02,12.1547
1997-09-03,12.0988
1997-09-04,12.2395
1997-09-05,12.1627
1997-09-08,12.3353
1997-09-09,12.3562
1997-09-10,11.9631
1997-09-11,12.1138
1997-09-12,12.2155
1997-09-15,11.578
1997-09-16,12.0749
1997-09-17,11.7995
1997-09-18,11.7097
1997-09-19,11.9701
1997-09-22,11.8085
1997-09-23,12.004
1997-09-24,11.7257
1997-09-25,11.7566
1997-09-26,11.8155
1997-09-29,11.9063
1997-09-30,11.7177
1997-10-01,11.8504
1997-10-02,11.7995
1997-10-03,11.9462
1997-10-06,11.9631
1997-10-07,12.0988
1997-10-08,12.3113
1997-10-09,12.3033
1997-10-10,12.0908
1997-10-13,12.1138
1997-10-14,12.1068
1997-10-15,12.018
1997-10-16,11.8574
1997-10-17,11.7097
1997-10-20,11.7407
1997-10-21,12.2604
1997-10-22,12.018
1997-10-23,12.011
1997-10-24,11.9861
1997-10-27,11.4104
1997-10-28,11.8155
1997-10-29,11.592
1997-10-30,11.3945
1997-10-31,11.5132
1997-11-03,11.8753
1997-11-04,11.8893
1997-11-05,11.8294
1997-11-06,11.6938
1997-11-07,11.6569
1997-11-10,11.5301
1997-11-11,11.5701
1997-11-12,11.4394
1997-11-13,11.6569
1997-11-14,11.8085
1997-11-17,11.9462
1997-11-18,11.8664
1997-11-19,11.9631
1997-11-20,12.1218
1997-11-21,12.2096
1997-11-24,12.004
1997-11-25,12.3113
1997-11-26,12.5388
1997-11-28,12.5308
1997-12-01,12.7353
1997-12-02,12.5957
1997-12-03,12.8152
1997-12-04,12.6296
1997-12-05,12.6745
1997-12-08,12.9439
1997-12-09,12.7852
1997-12-10,12.5957
1997-12-11,12.3193
1997-12-12,12.1138
1997-12-15,12.0589
1997-12-16,12.3193
1997-12-17,12.011
1997-12-18,11.592
1997-12-19,11.3945
1997-12-22,11.2428
1997-12-23,10.9206
1997-12-24,10.5325
1997-12-26,10.6901
1997-12-29,11.1899
1997-12-30,11.5391
1997-12-31,11.4473
1998-01-02,11.614
1998-01-05,11.5481
1998-01-06,11.614
1998-01-07,11.4713
1998-01-08,11.5641
1998-01-09,11.2428
1998-01-12,11.4643
1998-01-13,11.7007
1998-01-14,11.614
1998-01-15,11.7177
1998-01-16,11.9771
1998-01-20,12.2096
1998-01-21,12.1377
1998-01-22,12.2784
1998-01-23,12.2445
1998-01-26,12.5558
1998-01-27,12.8521
1998-01-28,13.1983
1998-01-29,13.1304
1998-01-30,13.2122
1998-02-02,13.7151
1998-02-03,13.8038
1998-02-04,13.8896
1998-02-05,13.7639
1998-02-06,13.9994
1998-02-09,13.9216
1998-02-10,14.1012
1998-02-11,14.0782
1998-02-12,14.0543
1998-02-13,13.9435
1998-02-17,13.6682
1998-02-18,13.6941
1998-02-19,13.7151
1998-02-20,13.742
1998-02-23,14.4583
1998-02-24,14.5461
1998-02-25,15.044
1998-02-26,15.1427
1998-02-27,15.009
1998-03-02,14.7606
1998-03-03,14.9641
1998-03-04,14.577
1998-03-05,14.182
1998-03-06,14.6559
1998-03-09,14.0932
1998-03-10,14.4344
1998-03-11,14.2937
1998-03-12,14.5052
1998-03-13,14.592
1998-03-16,14.5212
1998-03-17,14.2348
1998-03-18,14.4793
1998-03-19,14.5212
1998-03-20,14.4883
1998-03-23,14.8514
1998-03-24,15.044
1998-03-25,15.7284
1998-03-26,15.6386
1998-03-27,15.5578
1998-03-30,15.5797
1998-03-31,15.8571
1998-04-01,16.0057
1998-04-02,16.1703
1998-04-03,16.4756
1998-04-06,15.9299
1998-04-07,15.453
1998-04-08,15.7503
1998-04-09,15.7583
1998-04-13,15.6964
1998-04-14,15.6675
1998-04-15,16.1873
1998-04-16,16.2402
1998-04-17,16.316
1998-04-20,16.764
1998-04-21,16.8039
1998-04-22,17.5122
1998-04-23,16.744
1998-04-24,16.316
1998-04-27,15.9977
1998-04-28,15.9229
1998-04-29,16.0307
1998-04-30,15.9658
1998-05-01,15.872
1998-05-04,15.5977
1998-05-05,15.5408
1998-05-06,15.2924
1998-05-07,14.7696
1998-05-08,15.1856
1998-05-11,14.9232
1998-05-12,15.1767
1998-05-13,15.3971
1998-05-14,15.7503
1998-05-15,15.8381
1998-05-18,15.2455
1998-05-19,15.3163
1998-05-20,15.1856
1998-05-21,15.2924
1998-05-22,15.1517
1998-05-26,14.8165
1998-05-27,15.2355
1998-05-28,15.2844
1998-05-29,15.018
1998-06-01,14.8344
1998-06-02,15.1427
1998-06-03,14.9322
1998-06-04,15.2455
1998-06-05,15.2794
1998-06-08,15.1767
1998-06-09,15.4201
1998-06-10,15.2355
1998-06-11,15.1128
1998-06-12,15.1856
1998-06-15,15.2285
1998-06-16,15.9229
1998-06-17,16.1304
1998-06-18,16.1464
1998-06-19,16.7729
1998-06-22,16.9695
1998-06-23,17.8444
1998-06-24,18.5867
1998-06-25,17.9861
1998-06-26,18.5039
1998-06-29,19.0327
1998-06-30,19.1953
1998-07-01,19.3689
1998-07-02,19.0007
1998-07-06,19.0935
1998-07-07,19.1175
1998-07-08,19.4667
1998-07-09,19.6642
1998-07-10,20.0473
1998-07-13,20.8245
1998-07-14,20.6319
1998-07-15,20.7936
1998-07-16,20.7936
1998-07-17,20.8874
1998-07-20,20.7207
1998-07-21,19.9785
1998-07-22,20.6788
1998-07-23,20.0184
1998-07-24,20.161
1998-07-27,20.6788
1998-07-28,19.8847
1998-07-29,19.6043
1998-07-30,20.0852
1998-07-31,19.4736
1998-08-03,19.2023
1998-08-04,18.5129
1998-08-05,18.481
1998-08-06,18.9289
1998-08-07,18.7543
1998-08-10,18.5039
1998-08-11,18.3173
1998-08-12,18.6126
1998-08-13,18.4051
1998-08-14,18.464
1998-08-17,19.0077
1998-08-18,19.7021
1998-08-19,19.5804
1998-08-20,19.9396
1998-08-21,19.5864
1998-08-24,19.5475
1998-08-25,19.9785
1998-08-26,19.9396
1998-08-27,19.3539
1998-08-28,18.6446
1998-08-31,16.9954
1998-09-01,17.9332
1998-09-02,17.8135
1998-09-03,17.5771
1998-09-04,17.1092
1998-09-08,18.0609
1998-09-09,18.1158
1998-09-10,17.8444
1998-09-11,18.464
1998-09-14,18.7773
1998-09-15,19.1873
1998-09-16,19.1634
1998-09-17,18.5867
1998-09-18,18.6675
1998-09-21,19.1105
1998-09-22,19.339
1998-09-23,20.1291
1998-09-24,19.5056
1998-09-25,20.0254
1998-09-28,19.7181
1998-09-29,19.9924
1998-09-30,19.4996
1998-10-01,18.4301
1998-10-02,18.447
1998-10-05,17.9253
1998-10-06,17.2967
1998-10-07,16.6672
1998-10-08,16.1464
1998-10-09,17.158
1998-10-12,17.6659
1998-10-13,17.0792
1998-10-14,17.7427
1998-10-15,18.6745
1998-10-16,18.6126
1998-10-19,18.2325
1998-10-20,17.7566
1998-10-21,18.8461
1998-10-22,19.4816
1998-10-23,18.8401
1998-10-26,18.9578
1998-10-27,18.6745
1998-10-28,18.7224
1998-10-29,
1998-10-30,18.7543
1998-11-02,18.7384
1998-11-03,18.6286
1998-11-04,18.6815
1998-11-05,18.8401
1998-11-06,19.3609
1998-11-09,19.6043
1998-11-10,19.8528
1998-11-11,19.6712
1998-11-12,19.2611
1998-11-13,19.4816
1998-11-16,19.2761
1998-11-17,19.8109
1998-11-18,19.4427
1998-11-19,19.7979
1998-11-20,20.1291
1998-11-23,21.1058
1998-11-24,21.5558
1998-11-25,22.0087
1998-11-27,22.6842
1998-11-30,21.6137
1998-12-01,22.9406
1998-12-02,22.4487
1998-12-03,21.6296
1998-12-04,22.5585
1998-12-07,23.6579
1998-12-08,23.2389
1998-12-09,23.6659
1998-12-10,23.3007
1998-12-11,23.7357
1998-12-14,22.6602
1998-12-15,23.3606
1998-12-16,23.6888
1998-12-17,23.8006
1998-12-18,24.4052
1998-12-21,24.8711
1998-12-22,24.5189
1998-12-23,25.4268
1998-12-24,25.1105
1998-12-28,25.2223
1998-12-29,24.887
1998-12-30,24.6227
1998-12-31,24.5658
1999-01-04,24.9778
1999-01-05,25.9466
1999-01-06,26.7926
1999-01-07,26.6569
1999-01-08,26.5492
1999-01-11,26.1271
1999-01-12,25.1823
1999-01-13,25.4727
1999-01-14,25.1105
1999-01-15,26.5252
1999-01-19,27.5668
1999-01-20,28.8069
1999-01-21,28.0367
1999-01-22,27.6795
1999-01-25,28.6732
1999-01-26,30.3832
1999-01-27,29.8634
1999-01-28,30.8182
1999-01-29,30.9958
1999-02-01,30.6337
1999-02-02,29.6889
1999-02-03,29.5472
1999-02-04,28.1744
1999-02-05,28.341
1999-02-08,29.2698
1999-02-09,28.349
1999-02-10,28.4497
1999-02-11,28.8309
1999-02-12,27.9379
1999-02-16,27.6795
1999-02-17,26.5741
1999-02-18,25.8139
1999-02-19,26.171
1999-02-22,26.3576
1999-02-23,27.5329
1999-02-24,27.0749
1999-02-25,27.1907
1999-02-26,26.5881
1999-03-01,26.8774
1999-03-02,26.3117
1999-03-03,26.4993
1999-03-04,26.9662
1999-03-05,27.4391
1999-03-08,28.1604
1999-03-09,28.6662
1999-03-10,28.5814
1999-03-11,28.5904
1999-03-12,28.3729
1999-03-15,29.3846
1999-03-16,29.9443
1999-03-17,29.604
1999-03-18,30.5419
1999-03-19,30.3194
1999-03-22,30.6097
1999-03-23,29.5013
1999-03-24,30.3294
1999-03-25,31.8708
1999-03-26,31.5485
1999-03-29,32.7218
1999-03-30,32.9423
1999-03-31,31.751
1999-04-01,32.8345
1999-04-05,33.6307
1999-04-06,33.3214
1999-04-07,33.054
1999-04-08,33.496
1999-04-09,33.3862
1999-04-12,32.9423
1999-04-13,31.9256
1999-04-14,30.4172
1999-04-15,31.4837
1999-04-16,30.6845
1999-04-19,28.6962
1999-04-20,29.4454
1999-04-21,29.0523
1999-04-22,30.0839
1999-04-23,30.466
1999-04-26,31.1724
1999-04-27,29.7547
1999-04-28,29.0932
1999-04-29,29.0713
1999-04-30,28.8069
1999-05-03,28.2921
1999-05-04,27.6546
1999-05-05,28.0297
1999-05-06,27.6087
1999-05-07,28.0108
1999-05-10,28.2302
1999-05-11,28.2921
1999-05-12,28.5166
1999-05-13,28.0297
1999-05-14,27.2366
1999-05-17,28.0297
1999-05-18,27.8731
1999-05-19,28.0966
1999-05-20,27.7853
1999-05-21,27.48
1999-05-24,27.3683
1999-05-25,27.0151
1999-05-26,27.8092
1999-05-27,27.7613
1999-05-28,28.5814
1999-06-01,27.8092
1999-06-02,27.7853
1999-06-03,27.053
1999-06-04,28.1824
1999-06-07,28.4268
1999-06-08,28.1215
1999-06-09,29.1601
1999-06-10,28.2921
1999-06-11,27.6795
1999-06-14,27.48
1999-06-15,27.5169
1999-06-16,28.6962
1999-06-17,29.3586
1999-06-18,30.1089
1999-06-21,31.5076
1999-06-22,30.6466
1999-06-23,30.466
1999-06-24,29.9762
1999-06-25,30.0839
1999-06-28,30.7354
1999-06-29,31.1724
1999-06-30,31.9486
1999-07-01,32.3048
1999-07-02,32.5891
1999-07-06,31.7271
1999-07-07,32.6988
1999-07-08,32.7876
1999-07-09,33.0301
1999-07-12,33.3633
1999-07-13,33.1658
1999-07-14,33.6307
1999-07-15,33.4351
1999-07-16,35.226
1999-07-19,34.8468
1999-07-20,33.054
1999-07-21,33.5439
1999-07-22,32.2599
1999-07-23,31.9735
1999-07-26,31.0417
1999-07-27,31.4597
1999-07-28,31.8857
1999-07-29,30.7963
1999-07-30,30.3992
1999-08-02,30.044
1999-08-03,30.0191
1999-08-04,30.0839
1999-08-05,30.3753
1999-08-06,30.1578
1999-08-09,29.6889
1999-08-10,29.3846
1999-08-11,29.8255
1999-08-12,28.9586
1999-08-13,29.9981
1999-08-16,29.8634
1999-08-17,29.9602
1999-08-18,30.1089
1999-08-19,29.6889
1999-08-20,29.5302
1999-08-23,30.6257
1999-08-24,32.6589
1999-08-25,33.7624
1999-08-26,33.5199
1999-08-27,33.0301
1999-08-30,32.6759
1999-08-31,32.7876
1999-09-01,32.7218
1999-09-02,32.5242
1999-09-03,33.9659
1999-09-07,33.3862
1999-09-08,32.6759
1999-09-09,33.3214
1999-09-10,33.6556
1999-09-13,33.2535
