Date,PA.F
1990-10-11,94.3
1990-10-12,94.6
1990-10-15,88.6
1990-10-16,87.85
1990-10-17,88.85
1990-10-18,90.5
1990-10-19,93.45
1990-10-22,95.5
1990-10-23,96.15
1990-10-24,95.5
1990-10-25,94.75
1990-10-26,94.5
1990-10-29,95.35
1990-10-30,96.85
1990-10-31,95.85
1990-11-01,95.5
1990-11-02,92.95
1990-11-05,94.0
1990-11-06,95.1
1990-11-07,94.7
1990-11-08,93.5
1990-11-09,92.4
1990-11-12,92.5
1990-11-13,94.25
1990-11-14,92.25
1990-11-15,92.25
1990-11-16,94.2
1990-11-19,94.6
1990-11-20,93.8
1990-11-21,93.35
1990-11-23,95.15
1990-11-26,94.6
1990-11-27,93.95
1990-11-28,93.15
1990-11-29,93.5
1990-11-30,91.6
1990-12-03,91.7
1990-12-04,93.45
1990-12-05,93.4
1990-12-06,93.25
1990-12-07,92.5
1990-12-10,92.4
1990-12-11,92.5
1990-12-12,91.55
1990-12-13,88.45
1990-12-14,87.15
1990-12-17,87.8
1990-12-18,87.0
1990-12-19,87.8
1990-12-20,88.7
1990-12-21,86.75
1990-12-24,
1990-12-26,85.35
1990-12-27,82.9
1990-12-28,81.6
1990-12-31,81.25
1991-01-02,81.75
1991-01-03,82.7
1991-01-04,83.75
1991-01-07,86.15
1991-01-08,85.75
1991-01-09,86.0
1991-01-10,87.3
1991-01-11,87.5
1991-01-14,89.6
1991-01-15,90.0
1991-01-16,90.5
1991-01-17,91.5
1991-01-18,90.0
1991-01-21,90.45
1991-01-22,89.9
1991-01-23,88.25
1991-01-24,85.7
1991-01-25,89.05
1991-01-28,87.25
1991-01-29,87.1
1991-01-30,83.15
1991-01-31,84.75
1991-02-01,86.65
1991-02-04,86.15
1991-02-05,84.5
1991-02-06,84.05
1991-02-07,86.85
1991-02-08,90.05
1991-02-11,88.8
1991-02-12,86.55
1991-02-13,88.4
1991-02-14,88.5
1991-02-15,86.35
1991-02-19,85.7
1991-02-20,85.05
1991-02-21,82.6
1991-02-22,82.0
1991-02-25,81.95
1991-02-26,83.9
1991-02-27,85.05
1991-02-28,88.45
1991-03-01,87.5
1991-03-04,86.3
1991-03-05,84.9
1991-03-06,85.4
1991-03-07,86.35
1991-03-08,89.0
1991-03-11,88.65
1991-03-12,86.65
1991-03-13,87.9
1991-03-14,87.5
1991-03-15,88.4
1991-03-18,86.05
1991-03-19,87.0
1991-03-20,88.15
1991-03-21,88.45
1991-03-22,86.45
1991-03-25,84.65
1991-03-26,85.3
1991-03-27,87.0
1991-03-28,91.85
1991-04-01,93.0
1991-04-02,92.1
1991-04-03,94.25
1991-04-04,94.45
1991-04-05,92.35
1991-04-08,93.95
1991-04-09,94.8
1991-04-10,95.9
1991-04-11,96.85
1991-04-12,98.5
1991-04-15,95.65
1991-04-16,96.25
1991-04-17,98.25
1991-04-18,98.0
1991-04-19,96.75
1991-04-22,100.35
1991-04-23,102.1
1991-04-24,101.25
1991-04-25,99.9
1991-04-26,102.25
1991-04-29,99.3
1991-04-30,100.65
1991-05-01,99.5
1991-05-02,95.9
1991-05-03,93.2
1991-05-06,95.3
1991-05-07,95.4
1991-05-08,94.6
1991-05-09,95.9
1991-05-10,95.45
1991-05-13,94.55
1991-05-14,94.55
1991-05-15,95.2
1991-05-16,95.2
1991-05-17,95.35
1991-05-20,95.85
1991-05-21,96.25
1991-05-22,95.85
1991-05-23,94.9
1991-05-24,94.9
1991-05-28,95.9
1991-05-29,93.75
1991-05-30,99.75
1991-05-31,98.1
1991-06-03,96.5
1991-06-04,96.8
1991-06-05,95.6
1991-06-06,97.7
1991-06-07,98.0
1991-06-10,97.55
1991-06-11,97.9
1991-06-12,97.45
1991-06-13,96.9
1991-06-14,96.9
1991-06-17,97.0
1991-06-18,97.2
1991-06-19,98.85
1991-06-20,99.4
1991-06-21,99.05
1991-06-24,98.1
1991-06-25,97.3
1991-06-26,97.5
1991-06-27,97.3
1991-06-28,97.75
1991-07-01,97.85
1991-07-02,97.3
1991-07-03,96.95
1991-07-05,97.55
1991-07-08,97.0
1991-07-09,95.65
1991-07-10,95.2
1991-07-11,94.7
1991-07-12,95.2
1991-07-15,95.1
1991-07-16,95.0
1991-07-17,95.2
1991-07-18,95.45
1991-07-19,95.85
1991-07-22,95.1
1991-07-23,94.65
1991-07-24,93.8
1991-07-25,93.7
1991-07-26,91.6
1991-07-29,89.95
1991-07-30,86.55
1991-07-31,87.9
1991-08-01,88.15
1991-08-02,84.9
1991-08-05,84.75
1991-08-06,86.7
1991-08-07,86.5
1991-08-08,83.5
1991-08-09,83.5
1991-08-12,85.2
1991-08-13,84.45
1991-08-14,82.55
1991-08-15,78.25
1991-08-16,80.0
1991-08-19,82.45
1991-08-20,82.6
1991-08-21,81.75
1991-08-22,81.8
1991-08-23,81.25
1991-08-26,81.25
1991-08-27,81.4
1991-08-28,83.05
1991-08-29,82.5
1991-08-30,81.15
1991-09-03,81.7
1991-09-04,82.7
1991-09-05,81.75
1991-09-06,82.7
1991-09-09,82.7
1991-09-10,82.4
1991-09-11,81.8
1991-09-12,81.9
1991-09-13,81.55
1991-09-16,82.1
1991-09-17,82.75
1991-09-18,83.65
1991-09-19,83.0
1991-09-20,82.5
1991-09-23,83.0
1991-09-24,84.05
1991-09-25,84.3
1991-09-26,82.55
1991-09-27,82.4
1991-09-30,82.5
1991-10-01,83.5
1991-10-02,83.75
1991-10-03,84.25
1991-10-04,84.7
1991-10-07,84.25
1991-10-08,84.65
1991-10-09,86.0
1991-10-10,86.8
1991-10-11,88.3
1991-10-14,87.8
1991-10-15,86.0
1991-10-16,85.4
1991-10-17,86.3
1991-10-18,87.05
1991-10-21,87.25
1991-10-22,86.65
1991-10-23,86.0
1991-10-24,86.5
1991-10-25,86.25
1991-10-28,85.3
1991-10-29,86.25
1991-10-30,86.65
1991-10-31,86.5
1991-11-01,86.55
1991-11-04,87.3
1991-11-05,87.15
1991-11-06,87.25
1991-11-07,85.05
1991-11-08,84.5
1991-11-11,85.75
1991-11-12,85.75
1991-11-13,84.75
1991-11-14,84.25
1991-11-15,85.15
1991-11-18,85.1
1991-11-19,85.9
1991-11-20,86.3
1991-11-21,86.4
1991-11-22,86.2
1991-11-25,85.5
1991-11-26,84.7
1991-11-27,84.15
1991-11-29,84.0
1991-12-02,83.5
1991-12-03,84.1
1991-12-04,83.75
1991-12-05,84.0
1991-12-06,85.25
1991-12-09,85.7
1991-12-10,85.2
1991-12-11,85.35
1991-12-12,83.8
1991-12-13,83.95
1991-12-16,83.85
1991-12-17,82.95
1991-12-18,81.85
1991-12-19,82.1
1991-12-20,80.1
1991-12-23,80.3
1991-12-24,80.5
1991-12-26,80.1
1991-12-27,79.9
1991-12-30,80.25
1991-12-31,80.65
1992-01-02,80.8
1992-01-03,78.55
1992-01-06,79.0
1992-01-07,79.25
1992-01-08,80.8
1992-01-09,82.55
1992-01-10,82.35
1992-01-13,81.5
1992-01-14,81.75
1992-01-15,83.0
1992-01-16,84.85
1992-01-17,83.75
1992-01-20,83.6
1992-01-21,84.65
1992-01-22,84.2
1992-01-23,84.35
1992-01-24,85.0
1992-01-27,86.85
1992-01-28,87.25
1992-01-29,86.75
1992-01-30,86.75
1992-01-31,86.7
1992-02-03,87.0
1992-02-04,86.75
1992-02-05,86.2
1992-02-06,86.3
1992-02-07,86.05
1992-02-10,85.9
1992-02-11,85.55
1992-02-12,86.25
1992-02-13,86.45
1992-02-14,86.2
1992-02-18,86.5
1992-02-19,85.65
1992-02-20,86.1
1992-02-21,85.1
1992-02-24,84.3
1992-02-25,83.5
1992-02-26,82.9
1992-02-27,82.95
1992-02-28,82.8
1992-03-02,84.25
1992-03-03,84.0
1992-03-04,83.85
1992-03-05,84.2
1992-03-06,84.85
1992-03-09,85.0
1992-03-10,85.6
1992-03-11,85.65
1992-03-12,84.5
1992-03-13,84.85
1992-03-16,84.7
1992-03-17,85.0
1992-03-18,83.6
1992-03-19,84.0
1992-03-20,84.4
1992-03-23,84.5
1992-03-24,84.2
1992-03-25,85.0
1992-03-26,84.75
1992-03-27,85.1
1992-03-30,85.15
1992-03-31,85.5
1992-04-01,85.0
1992-04-02,84.9
1992-04-03,84.95
1992-04-06,84.65
1992-04-07,84.25
1992-04-08,84.0
1992-04-09,83.85
1992-04-10,84.15
1992-04-13,84.0
1992-04-14,83.8
1992-04-15,82.6
1992-04-16,82.3
1992-04-20,81.7
1992-04-21,82.25
1992-04-22,82.15
1992-04-23,82.25
1992-04-24,82.05
1992-04-27,81.5
1992-04-28,81.5
1992-04-29,81.55
1992-04-30,82.15
1992-05-01,82.3
1992-05-04,82.45
1992-05-05,82.8
1992-05-06,82.45
1992-05-07,82.05
1992-05-08,82.2
1992-05-11,82.0
1992-05-12,82.0
1992-05-13,81.65
1992-05-14,84.1
1992-05-15,84.5
1992-05-18,84.75
1992-05-19,84.9
1992-05-20,84.4
1992-05-21,84.0
1992-05-22,83.75
1992-05-26,84.15
1992-05-27,83.45
1992-05-28,82.0
1992-05-29,81.1
1992-06-01,80.65
1992-06-02,81.1
1992-06-03,80.2
1992-06-04,81.15
1992-06-05,80.8
1992-06-08,81.1
1992-06-09,81.25
1992-06-10,81.5
1992-06-11,81.85
1992-06-12,81.55
1992-06-15,82.0
1992-06-16,81.55
1992-06-17,80.75
1992-06-18,81.0
1992-06-19,80.75
1992-06-22,81.5
1992-06-23,81.25
1992-06-24,80.85
1992-06-25,81.0
1992-06-26,80.9
1992-06-29,82.05
1992-06-30,82.0
1992-07-01,82.7
1992-07-02,83.45
1992-07-06,83.25
1992-07-07,83.95
1992-07-08,84.0
1992-07-09,84.9
1992-07-10,85.45
1992-07-13,87.7
1992-07-14,88.5
1992-07-15,88.7
1992-07-16,88.1
1992-07-17,88.8
1992-07-20,88.25
1992-07-21,87.25
1992-07-22,90.5
1992-07-23,90.85
1992-07-24,90.0
1992-07-27,89.1
1992-07-28,89.0
1992-07-29,88.25
1992-07-30,89.4
1992-07-31,91.0
1992-08-03,88.5
1992-08-04,86.3
1992-08-05,86.25
1992-08-06,86.75
1992-08-07,88.95
1992-08-10,87.75
1992-08-11,87.5
1992-08-12,85.25
1992-08-13,84.0
1992-08-14,82.7
1992-08-17,82.0
1992-08-18,81.5
1992-08-19,82.75
1992-08-20,83.25
1992-08-21,83.65
1992-08-24,83.8
1992-08-25,83.0
1992-08-26,83.45
1992-08-27,84.3
1992-08-28,85.75
1992-08-31,87.05
1992-09-01,87.7
1992-09-02,88.85
1992-09-03,89.15
1992-09-04,91.0
1992-09-07,
1992-09-08,92.05
1992-09-09,91.5
1992-09-10,90.25
1992-09-11,89.0
1992-09-14,90.5
1992-09-15,91.0
1992-09-16,91.4
1992-09-17,90.15
1992-09-18,90.2
1992-09-21,91.0
1992-09-22,90.5
1992-09-23,91.65
1992-09-24,92.9
1992-09-25,92.25
1992-09-28,92.25
1992-09-29,92.05
1992-09-30,93.85
1992-10-01,93.7
1992-10-02,93.1
1992-10-05,92.75
1992-10-06,92.75
1992-10-07,93.55
1992-10-08,91.75
1992-10-09,92.95
1992-10-12,92.5
1992-10-13,92.0
1992-10-14,91.1
1992-10-15,91.8
1992-10-16,91.95
1992-10-19,92.45
1992-10-20,92.5
1992-10-21,92.25
1992-10-22,92.55
1992-10-23,92.9
1992-10-26,92.85
1992-10-27,92.35
1992-10-28,92.7
1992-10-29,93.0
1992-10-30,92.75
1992-11-02,92.9
1992-11-03,92.5
1992-11-04,93.25
1992-11-05,95.25
1992-11-06,94.5
1992-11-09,92.75
1992-11-10,91.75
1992-11-11,92.15
1992-11-12,92.5
1992-11-13,93.5
1992-11-16,95.0
1992-11-17,91.9
1992-11-18,91.0
1992-11-19,91.45
1992-11-20,91.75
1992-11-23,92.0
1992-11-24,91.25
1992-11-25,92.45
1992-11-27,
1992-11-30,94.5
1992-12-01,95.25
1992-12-02,99.65
1992-12-03,100.45
1992-12-04,103.4
1992-12-07,107.25
1992-12-08,107.25
1992-12-09,105.4
1992-12-10,105.95
1992-12-11,111.9
1992-12-14,109.65
1992-12-15,108.8
1992-12-16,108.4
1992-12-17,110.45
1992-12-18,107.35
1992-12-21,104.35
1992-12-22,105.4
1992-12-23,103.5
1992-12-24,
1992-12-28,103.1
1992-12-29,103.0
1992-12-30,103.7
1992-12-31,104.45
1993-01-04,106.8
1993-01-05,107.65
1993-01-06,109.5
1993-01-07,109.9
1993-01-08,108.75
1993-01-11,107.75
1993-01-12,107.8
1993-01-13,106.3
1993-01-14,104.95
1993-01-15,103.05
1993-01-18,105.6
1993-01-19,105.5
1993-01-20,107.7
1993-01-21,106.65
1993-01-22,104.6
1993-01-25,107.25
1993-01-26,108.15
1993-01-27,107.5
1993-01-28,108.5
1993-01-29,108.7
1993-02-01,109.1
1993-02-02,110.0
1993-02-03,110.65
1993-02-04,111.2
1993-02-05,112.45
1993-02-08,113.15
1993-02-09,117.15
1993-02-10,118.0
1993-02-11,116.6
1993-02-12,113.95
1993-02-16,114.3
1993-02-17,112.5
1993-02-18,110.5
1993-02-19,104.5
1993-02-22,95.5
1993-02-23,101.85
1993-02-24,96.6
1993-02-25,98.0
1993-02-26,101.7
1993-03-01,
1993-03-02,107.7
1993-03-03,103.65
1993-03-04,103.55
1993-03-05,103.5
1993-03-08,102.6
1993-03-09,102.55
1993-03-10,102.7
1993-03-11,105.0
1993-03-12,105.0
1993-03-15,105.25
1993-03-16,103.3
1993-03-17,103.5
1993-03-18,103.55
1993-03-19,104.7
1993-03-22,105.35
1993-03-23,106.0
1993-03-24,107.95
1993-03-25,107.95
1993-03-26,108.25
1993-03-29,110.0
1993-03-30,112.25
1993-03-31,110.0
1993-04-01,111.5
1993-04-02,113.25
1993-04-05,114.35
1993-04-06,111.5
1993-04-07,108.5
1993-04-08,110.0
1993-04-12,111.1
1993-04-13,111.5
1993-04-14,112.35
1993-04-15,111.0
1993-04-16,111.7
1993-04-19,113.8
1993-04-20,114.0
1993-04-21,117.55
1993-04-22,116.25
1993-04-23,115.0
1993-04-26,117.25
1993-04-27,116.15
1993-04-28,116.75
1993-04-29,119.6
1993-04-30,118.55
1993-05-03,116.45
1993-05-04,115.05
1993-05-05,116.7
1993-05-06,120.75
1993-05-07,120.0
1993-05-10,119.25
1993-05-11,118.8
1993-05-12,121.05
1993-05-13,122.1
1993-05-14,119.85
1993-05-17,118.45
1993-05-18,119.95
1993-05-19,118.4
1993-05-20,118.0
1993-05-21,118.15
1993-05-24,118.0
1993-05-25,118.25
1993-05-26,119.15
1993-05-27,123.5
1993-05-28,123.1
1993-06-01,122.15
1993-06-02,120.3
1993-06-03,123.1
1993-06-04,123.4
1993-06-07,123.75
1993-06-08,124.0
1993-06-09,124.5
1993-06-10,125.7
1993-06-11,125.05
1993-06-14,124.35
1993-06-15,125.85
1993-06-16,127.5
1993-06-17,127.9
1993-06-18,128.0
1993-06-21,127.75
1993-06-22,127.0
1993-06-23,127.0
1993-06-24,128.4
1993-06-25,129.5
1993-06-28,131.3
1993-06-29,134.75
1993-06-30,137.4
1993-07-01,140.2
1993-07-02,138.75
1993-07-06,138.4
1993-07-07,138.0
1993-07-08,136.0
1993-07-09,136.75
1993-07-12,137.5
1993-07-13,136.25
1993-07-14,136.3
1993-07-15,138.0
1993-07-16,138.0
1993-07-19,138.45
1993-07-20,138.45
1993-07-21,137.5
1993-07-22,137.8
1993-07-23,137.7
1993-07-26,138.05
1993-07-27,138.65
1993-07-28,140.2
1993-07-29,141.75
1993-07-30,143.55
1993-08-02,143.75
1993-08-03,141.65
1993-08-04,141.25
1993-08-05,136.0
1993-08-06,133.35
1993-08-09,138.0
1993-08-10,140.0
1993-08-11,139.15
1993-08-12,136.9
1993-08-13,137.0
1993-08-16,138.5
1993-08-17,137.4
1993-08-18,137.5
1993-08-19,137.0
1993-08-20,135.85
1993-08-23,134.5
1993-08-24,132.5
1993-08-25,126.5
1993-08-26,120.0
1993-08-27,122.0
1993-08-30,124.6
1993-08-31,124.55
1993-09-01,123.0
1993-09-02,121.5
1993-09-03,121.7
1993-09-07,118.6
1993-09-08,116.6
1993-09-09,120.0
1993-09-10,117.45
1993-09-13,114.25
1993-09-14,116.1
1993-09-15,117.3
1993-09-16,121.05
1993-09-17,119.35
1993-09-20,120.9
1993-09-21,125.75
1993-09-22,122.65
1993-09-23,124.9
1993-09-24,125.25
1993-09-27,124.5
1993-09-28,124.05
1993-09-29,124.35
1993-09-30,125.7
1993-10-01,125.2
1993-10-04,124.3
1993-10-05,124.0
1993-10-06,125.85
1993-10-07,127.3
1993-10-08,127.75
1993-10-11,132.3
1993-10-12,134.05
1993-10-13,134.5
1993-10-14,134.0
1993-10-15,131.0
1993-10-18,132.75
1993-10-19,133.5
1993-10-20,133.7
1993-10-21,130.05
1993-10-22,131.3
1993-10-25,131.95
1993-10-26,130.0
1993-10-27,130.55
1993-10-28,129.8
1993-10-29,130.0
1993-11-01,127.35
1993-11-02,128.55
1993-11-03,129.5
1993-11-04,131.2
1993-11-05,129.45
1993-11-08,129.15
1993-11-09,129.75
1993-11-10,129.75
1993-11-11,129.8
1993-11-12,129.15
1993-11-15,130.75
1993-11-16,131.35
1993-11-17,129.4
1993-11-18,129.8
1993-11-19,129.0
1993-11-22,128.75
1993-11-23,125.5
1993-11-24,125.1
1993-11-26,
1993-11-29,121.8
1993-11-30,121.05
1993-12-01,122.85
1993-12-02,123.95
1993-12-03,123.7
1993-12-06,125.6
1993-12-07,127.8
1993-12-08,128.2
1993-12-09,126.75
1993-12-10,127.25
1993-12-13,128.15
1993-12-14,127.3
1993-12-15,126.5
1993-12-16,126.4
1993-12-17,125.6
1993-12-20,126.0
1993-12-21,126.0
1993-12-22,125.3
1993-12-23,125.65
1993-12-27,125.05
1993-12-28,125.5
1993-12-29,124.25
1993-12-30,124.35
1993-12-31,
1994-01-03,125.25
1994-01-04,127.8
1994-01-05,126.55
1994-01-06,126.1
1994-01-07,125.5
1994-01-10,123.4
1994-01-11,124.0
1994-01-12,123.65
1994-01-13,123.85
1994-01-14,124.35
1994-01-17,126.0
1994-01-18,126.15
1994-01-19,125.0
1994-01-20,124.2
1994-01-21,123.5
1994-01-24,123.9
1994-01-25,123.8
1994-01-26,124.3
1994-01-27,124.0
1994-01-28,123.75
1994-01-31,125.0
1994-02-01,127.45
1994-02-02,128.15
1994-02-03,128.75
1994-02-04,130.25
1994-02-07,129.3
1994-02-08,131.85
1994-02-09,134.2
1994-02-10,134.0
1994-02-11,133.0
1994-02-14,134.5
1994-02-15,138.55
1994-02-16,136.3
1994-02-17,135.5
1994-02-18,134.8
1994-02-22,133.2
1994-02-23,133.65
1994-02-24,134.45
1994-02-25,136.35
1994-02-28,137.0
1994-03-01,136.1
1994-03-02,134.9
1994-03-03,130.15
1994-03-04,130.5
1994-03-07,131.55
1994-03-08,132.5
1994-03-09,132.5
1994-03-10,133.8
1994-03-11,135.95
1994-03-14,134.25
1994-03-15,134.7
1994-03-16,133.75
1994-03-17,133.5
1994-03-18,133.85
1994-03-21,134.1
1994-03-22,135.65
1994-03-23,135.7
1994-03-24,135.9
1994-03-25,136.1
1994-03-28,135.15
1994-03-29,134.15
1994-03-30,132.6
1994-03-31,136.75
1994-04-04,136.1
1994-04-05,135.75
1994-04-06,133.05
1994-04-07,133.2
1994-04-08,133.95
1994-04-11,132.6
1994-04-12,132.25
1994-04-13,132.75
1994-04-14,132.9
1994-04-15,132.5
1994-04-18,131.6
1994-04-19,132.05
1994-04-20,134.45
1994-04-21,134.75
1994-04-22,132.7
1994-04-25,134.55
1994-04-26,135.95
1994-04-28,136.45
1994-04-29,138.3
1994-05-02,142.15
1994-05-03,141.1
1994-05-04,140.55
1994-05-05,138.25
1994-05-06,140.75
1994-05-09,138.0
1994-05-10,135.1
1994-05-11,136.5
1994-05-12,136.5
1994-05-13,135.5
1994-05-16,136.35
1994-05-17,136.25
1994-05-18,136.1
1994-05-19,136.5
1994-05-20,137.15
1994-05-23,138.85
1994-05-24,138.25
1994-05-25,134.45
1994-05-26,134.55
1994-05-27,135.25
1994-05-31,136.6
1994-06-01,134.8
1994-06-02,134.95
1994-06-03,135.0
1994-06-06,134.05
1994-06-07,134.5
1994-06-08,136.65
1994-06-09,136.75
1994-06-10,137.9
1994-06-13,138.5
1994-06-14,139.0
1994-06-15,139.55
1994-06-16,139.25
1994-06-17,140.25
1994-06-20,138.75
1994-06-21,139.5
1994-06-22,138.55
1994-06-23,138.95
1994-06-24,138.95
1994-06-27,139.15
1994-06-28,139.35
1994-06-29,140.0
1994-06-30,143.7
1994-07-01,146.15
1994-07-05,145.25
1994-07-06,143.6
1994-07-07,145.15
1994-07-08,145.7
1994-07-11,146.95
1994-07-12,147.55
1994-07-13,146.75
1994-07-14,148.15
1994-07-15,148.55
1994-07-18,148.5
1994-07-19,147.35
1994-07-20,147.1
1994-07-21,147.25
1994-07-22,148.15
1994-07-25,149.8
1994-07-26,153.95
1994-07-27,153.95
1994-07-28,151.35
1994-07-29,153.75
1994-08-01,156.4
1994-08-02,156.9
1994-08-03,155.65
1994-08-04,152.25
1994-08-05,152.4
1994-08-08,152.5
1994-08-09,154.1
1994-08-10,154.1
1994-08-11,155.05
1994-08-12,154.4
1994-08-15,153.9
1994-08-16,154.65
1994-08-17,154.8
1994-08-18,155.55
1994-08-19,156.9
1994-08-22,154.6
1994-08-23,154.9
1994-08-24,155.5
1994-08-25,153.85
1994-08-26,153.05
1994-08-29,154.25
1994-08-30,153.25
1994-08-31,154.1
1994-09-01,154.5
1994-09-02,155.3
1994-09-06,155.25
1994-09-07,155.5
1994-09-08,154.75
1994-09-09,153.75
1994-09-12,149.95
1994-09-13,149.85
1994-09-14,149.25
1994-09-15,149.85
1994-09-16,151.4
1994-09-19,153.25
1994-09-20,158.35
1994-09-21,156.25
1994-09-22,157.05
1994-09-23,157.6
1994-09-26,156.5
1994-09-27,155.85
1994-09-28,154.65
1994-09-29,152.9
1994-09-30,152.7
1994-10-03,153.25
1994-10-04,153.65
1994-10-05,155.1
1994-10-06,155.2
1994-10-07,154.25
1994-10-10,153.45
1994-10-11,152.35
1994-10-12,152.1
1994-10-13,152.5
1994-10-14,153.4
1994-10-17,156.45
1994-10-18,156.05
1994-10-19,156.9
1994-10-20,157.65
1994-10-21,157.15
1994-10-24,156.45
1994-10-25,157.8
1994-10-26,158.15
1994-10-27,161.9
1994-10-28,160.95
1994-10-31,159.8
1994-11-01,160.95
1994-11-02,162.65
1994-11-03,161.55
1994-11-04,161.25
1994-11-07,157.85
1994-11-08,158.75
1994-11-09,156.1
1994-11-10,156.75
1994-11-11,156.4
1994-11-14,157.8
1994-11-15,159.85
1994-11-16,158.05
1994-11-17,158.65
1994-11-18,156.6
1994-11-21,154.75
1994-11-22,156.1
1994-11-23,156.45
1994-11-25,
1994-11-28,155.35
1994-11-29,156.1
1994-11-30,155.75
1994-12-01,155.0
1994-12-02,155.35
1994-12-05,154.05
1994-12-06,154.75
1994-12-07,154.8
1994-12-08,154.4
1994-12-09,155.2
1994-12-12,156.25
1994-12-13,155.6
1994-12-14,154.75
1994-12-15,155.2
1994-12-16,155.75
1994-12-19,155.8
1994-12-20,156.45
1994-12-21,156.95
1994-12-22,156.85
1994-12-23,156.5
1994-12-27,158.2
1994-12-28,159.7
1994-12-29,160.0
1994-12-30,160.25
1995-01-03,160.7
1995-01-04,157.55
1995-01-05,156.55
1995-01-06,154.65
1995-01-09,156.25
1995-01-10,157.85
1995-01-11,158.85
1995-01-12,160.0
1995-01-13,157.75
1995-01-16,156.8
1995-01-17,157.5
1995-01-18,158.85
1995-01-19,159.5
1995-01-20,160.5
1995-01-23,159.3
1995-01-24,159.75
1995-01-25,160.2
1995-01-26,161.05
1995-01-27,157.75
1995-01-30,158.7
1995-01-31,158.75
1995-02-01,160.1
1995-02-02,159.35
1995-02-03,158.7
1995-02-06,158.95
1995-02-07,157.65
1995-02-08,158.15
1995-02-09,158.55
1995-02-10,158.8
1995-02-13,158.75
1995-02-14,161.2
1995-02-15,159.9
1995-02-16,159.5
1995-02-17,159.25
1995-02-21,159.5
1995-02-22,160.0
1995-02-23,159.75
1995-02-24,157.8
1995-02-27,156.5
1995-02-28,155.55
1995-03-01,153.25
1995-03-02,153.25
1995-03-03,154.0
1995-03-06,153.85
1995-03-07,159.55
1995-03-08,155.55
1995-03-09,157.0
1995-03-10,158.75
1995-03-13,160.0
1995-03-14,161.5
1995-03-15,164.45
1995-03-16,166.1
1995-03-17,168.65
1995-03-20,169.0
1995-03-21,167.65
1995-03-22,169.8
1995-03-23,174.1
1995-03-24,169.5
1995-03-27,170.25
1995-03-28,173.45
1995-03-29,177.3
1995-03-30,178.15
1995-03-31,175.8
1995-04-03,175.3
1995-04-04,177.5
1995-04-05,177.4
1995-04-06,175.9
1995-04-07,176.5
1995-04-10,173.25
1995-04-11,175.0
1995-04-12,173.15
1995-04-13,174.15
1995-04-17,176.4
1995-04-18,176.35
1995-04-19,174.0
1995-04-20,169.05
1995-04-21,166.7
1995-04-24,166.35
1995-04-25,164.25
1995-04-26,160.7
1995-04-27,162.05
1995-04-28,163.75
1995-05-01,162.85
1995-05-02,163.55
1995-05-03,164.0
1995-05-04,164.4
1995-05-05,160.75
1995-05-08,162.0
1995-05-09,159.95
1995-05-10,162.4
1995-05-11,161.0
1995-05-12,163.55
1995-05-15,164.55
1995-05-16,163.25
1995-05-17,160.0
1995-05-18,160.1
1995-05-19,160.5
1995-05-22,159.5
1995-05-23,159.75
1995-05-24,163.6
1995-05-25,163.4
1995-05-26,165.35
1995-05-30,164.95
1995-05-31,161.4
1995-06-01,161.05
1995-06-02,157.75
1995-06-05,158.6
1995-06-06,157.4
1995-06-07,158.95
1995-06-08,159.2
1995-06-09,159.75
1995-06-12,163.3
1995-06-13,161.8
1995-06-14,161.5
1995-06-15,163.45
1995-06-16,161.0
1995-06-19,162.0
1995-06-20,160.9
1995-06-21,159.85
1995-06-22,159.0
1995-06-23,159.2
1995-06-26,159.4
1995-06-27,161.25
1995-06-28,160.7
1995-06-29,160.55
1995-06-30,159.75
1995-07-03,
1995-07-05,158.7
1995-07-06,158.5
1995-07-07,159.75
1995-07-10,159.65
1995-07-11,158.5
1995-07-12,157.5
1995-07-13,156.35
1995-07-14,156.7
1995-07-17,156.5
1995-07-18,155.75
1995-07-19,155.0
1995-07-20,153.75
1995-07-21,153.15
1995-07-24,155.25
1995-07-25,154.3
1995-07-26,156.15
1995-07-27,155.0
1995-07-28,154.0
1995-07-31,152.8
1995-08-01,152.65
1995-08-02,153.2
1995-08-03,153.2
1995-08-04,153.0
1995-08-07,153.2
1995-08-08,153.0
1995-08-09,153.2
1995-08-10,151.9
1995-08-11,148.1
1995-08-14,148.95
1995-08-15,149.6
1995-08-16,149.1
1995-08-17,151.85
1995-08-18,151.66
1995-08-21,152.4
1995-08-22,152.3
1995-08-23,151.45
1995-08-24,151.55
1995-08-25,150.45
1995-08-28,150.5
1995-08-29,149.0
1995-08-30,147.2
1995-08-31,147.4
1995-09-01,148.0
1995-09-05,146.4
1995-09-06,146.1
1995-09-07,147.15
1995-09-08,147.5
1995-09-11,147.5
1995-09-12,149.55
1995-09-13,149.4
1995-09-14,149.55
1995-09-15,148.6
1995-09-18,149.05
1995-09-19,148.65
1995-09-20,143.45
1995-09-21,137.95
1995-09-22,137.0
1995-09-25,137.0
1995-09-26,138.95
1995-09-27,140.55
1995-09-28,143.0
1995-09-29,146.0
1995-10-02,140.85
1995-10-03,140.55
1995-10-04,138.15
1995-10-05,137.05
1995-10-06,137.0
1995-10-09,139.75
1995-10-10,140.65
1995-10-11,138.7
1995-10-12,138.45
1995-10-13,138.95
1995-10-16,139.45
1995-10-17,138.75
1995-10-18,138.25
1995-10-19,136.6
1995-10-20,136.5
1995-10-23,135.95
