Date,SI.F
2011-05-18,3505.0
2011-05-19,3497.5
2011-05-20,3505.0
2011-05-23,3506.0
2011-05-24,3663.0
2011-05-25,3790.0
2011-05-26,3724.5
2011-05-27,3800.0
2011-05-30,3809.0
2011-05-31,3846.0
2011-06-01,3685.5
2011-06-02,3614.5
2011-06-03,3624.0
2011-06-06,3676.5
2011-06-07,3714.0
2011-06-08,3680.5
2011-06-09,3757.5
2011-06-10,3616.5
2011-06-13,3476.5
2011-06-14,3542.0
2011-06-15,3576.0
2011-06-16,3555.9
2011-06-17,3590.0
2011-06-20,3604.5
2011-06-21,3637.0
2011-06-22,3634.0
2011-06-23,3530.0
2011-06-24,3433.0
2011-06-27,3358.5
2011-06-28,3396.5
2011-06-29,3490.0
2011-06-30,3471.5
2011-07-01,3385.0
2011-07-04,3416.0
2011-07-05,3548.0
2011-07-06,3591.0
2011-07-07,3644.0
2011-07-08,3672.0
2011-07-11,3576.0
2011-07-12,3617.0
2011-07-13,3821.0
2011-07-14,3818.0
2011-07-15,3931.0
2011-07-18,4056.0
2011-07-19,3903.0
2011-07-20,4014.0
2011-07-21,3935.0
2011-07-22,4009.0
2011-07-25,4038.0
2011-07-26,4092.0
2011-07-27,4027.0
2011-07-28,3973.0
2011-07-29,3990.0
2011-08-01,3927.0
2011-08-02,4085.0
2011-08-03,4175.0
2011-08-04,3888.0
2011-08-05,3837.0
2011-08-08,3904.0
2011-08-09,3770.0
2011-08-10,3930.0
2011-08-11,3866.0
2011-08-12,3911.0
2011-08-15,3990.0
2011-08-16,3993.0
2011-08-17,4024.8
2011-08-18,4066.8
2011-08-19,4293.5
2011-08-22,4374.3
2011-08-23,4192.7
2011-08-24,3970.5
2011-08-25,4113.0
2011-08-26,4136.5
2011-08-29,4095.0
2011-08-30,4138.0
2011-08-31,4156.7
2011-09-01,4154.0
2011-09-02,4331.5
2011-09-05,4294.8
2011-09-06,4202.5
2011-09-07,4162.8
2011-09-08,4239.5
2011-09-09,4152.2
2011-09-12,4035.0
2011-09-13,4117.8
2011-09-14,4081.7
2011-09-15,3997.2
2011-09-16,4073.5
2011-09-19,3971.5
2011-09-20,3981.7
2011-09-21,3967.8
2011-09-22,3589.5
2011-09-23,3118.5
2011-09-26,3077.5
2011-09-27,3192.5
2011-09-28,2996.0
2011-09-29,3066.3
2011-09-30,2992.8
2011-10-03,3049.8
2011-10-04,3023.3
2011-10-05,3048.8
2011-10-06,3194.7
2011-10-07,3116.0
2011-10-10,3206.7
2011-10-11,3212.0
2011-10-12,3257.8
2011-10-13,3182.5
2011-10-14,3219.8
2011-10-17,3181.3
2011-10-18,3204.5
2011-10-19,3128.5
2011-10-20,3056.8
2011-10-21,3136.5
2011-10-24,3173.5
2011-10-25,3319.3
2011-10-26,3340.8
2011-10-27,3511.0
2011-10-28,3529.0
2011-10-31,3410.0
2011-11-01,3315.5
2011-11-02,3428.5
2011-11-03,3430.5
2011-11-04,3412.3
2011-11-07,3497.2
2011-11-08,3492.3
2011-11-09,3407.0
2011-11-10,3404.0
2011-11-11,3469.2
2011-11-14,3422.0
2011-11-15,3457.5
2011-11-16,3372.5
2011-11-17,3166.8
2011-11-18,3235.5
2011-11-21,3160.0
2011-11-22,3276.7
2011-11-23,3172.0
2011-11-24,3183.0
2011-11-25,3097.0
2011-11-28,3211.8
2011-11-29,3196.0
2011-11-30,3287.8
2011-12-01,3280.8
2011-12-02,3261.8
2011-12-05,3210.3
2011-12-06,3281.8
2011-12-07,3257.0
2011-12-08,3170.5
2011-12-09,3225.2
2011-12-12,3133.7
2011-12-13,3086.0
2011-12-14,2897.5
2011-12-15,2931.3
2011-12-16,2972.5
2011-12-19,2876.0
2011-12-20,2954.5
2011-12-21,2931.8
2011-12-22,2909.0
2011-12-23,2909.0
2011-12-27,2870.5
2011-12-28,2710.5
2011-12-29,2774.0
2011-12-30,2781.5
2012-01-03,2968.0
2012-01-04,2914.2
2012-01-05,2930.5
2012-01-06,2870.5
2012-01-09,2898.3
2012-01-10,2988.5
2012-01-11,2995.0
2012-01-12,3022.0
2012-01-13,2971.2
2012-01-16,2993.8
2012-01-17,3003.8
2012-01-18,3049.8
2012-01-19,3060.0
2012-01-20,3216.5
2012-01-23,3232.5
2012-01-24,3202.5
2012-01-25,3323.3
2012-01-26,3343.5
2012-01-27,3390.3
2012-01-30,3347.2
2012-01-31,3311.3
2012-02-01,3368.8
2012-02-02,3432.0
2012-02-03,3364.7
2012-02-06,3366.8
2012-02-07,3414.5
2012-02-08,3395.5
2012-02-09,3391.8
2012-02-10,3357.5
2012-02-13,3369.5
2012-02-14,3357.0
2012-02-15,3348.5
2012-02-16,3348.8
2012-02-17,3327.8
2012-02-20,3359.0
2012-02-21,3433.5
2012-02-22,3424.8
2012-02-23,3535.5
2012-02-24,3537.8
2012-02-27,3551.0
2012-02-28,3698.3
2012-02-29,3469.5
2012-03-01,3554.5
2012-03-02,3481.3
2012-03-05,3403.5
2012-03-06,3297.5
2012-03-07,3348.5
2012-03-08,3390.3
2012-03-09,3431.0
2012-03-12,3367.0
2012-03-13,3345.5
2012-03-14,3222.2
2012-03-15,3243.2
2012-03-16,3253.0
2012-03-19,3286.5
2012-03-20,3205.2
2012-03-21,3216.7
2012-03-22,3158.5
2012-03-23,3221.8
2012-03-26,3281.8
2012-03-27,3257.5
2012-03-28,3200.2
2012-03-29,3226.3
2012-03-30,3223.3
2012-04-02,3297.8
2012-04-03,3265.0
2012-04-04,3134.0
2012-04-05,3172.3
2012-04-06,
2012-04-09,3155.8
2012-04-10,3180.0
2012-04-11,3158.0
2012-04-12,3234.0
2012-04-13,3149.7
2012-04-16,3148.5
2012-04-17,3168.0
2012-04-18,3160.8
2012-04-19,3176.0
2012-04-20,3166.0
2012-04-23,3086.0
2012-04-24,3083.0
2012-04-25,3074.8
2012-04-26,3111.8
2012-04-27,3129.5
2012-04-30,3099.7
2012-05-01,3096.2
2012-05-02,3065.8
2012-05-03,3008.0
2012-05-04,3038.5
2012-05-07,3007.5
2012-05-08,2946.2
2012-05-09,2926.3
2012-05-10,2900.8
2012-05-11,2888.8
2012-05-14,2815.5
2012-05-15,2770.0
2012-05-16,2724.7
2012-05-17,2801.3
2012-05-18,2870.8
2012-05-21,2843.3
2012-05-22,2814.8
2012-05-23,2775.8
2012-05-24,2827.3
2012-05-25,2847.5
2012-05-28,2836.3
2012-05-29,2780.3
2012-05-30,2786.8
2012-05-31,2766.8
2012-06-01,2847.5
2012-06-04,2820.8
2012-06-05,2847.5
2012-06-06,2938.0
2012-06-07,2855.0
2012-06-08,2845.3
2012-06-11,2851.5
2012-06-12,2891.3
2012-06-13,2881.8
2012-06-14,2858.7
2012-06-15,2863.8
2012-06-18,2867.8
2012-06-19,2837.3
2012-06-20,2802.3
2012-06-21,2681.3
2012-06-22,2683.7
2012-06-25,2751.5
2012-06-26,2708.3
2012-06-27,2690.5
2012-06-28,2631.8
2012-06-29,2746.8
2012-07-02,2747.5
2012-07-03,2823.0
2012-07-04,2811.0
2012-07-05,2765.3
2012-07-06,2707.0
2012-07-09,2731.0
2012-07-10,2676.0
2012-07-11,2710.8
2012-07-12,2717.0
2012-07-13,2728.3
2012-07-16,2725.2
2012-07-17,2726.3
2012-07-18,2713.3
2012-07-19,2723.0
2012-07-20,2726.7
2012-07-23,2699.0
2012-07-24,2691.8
2012-07-25,2729.5
2012-07-26,2747.5
2012-07-27,2768.5
2012-07-30,2813.3
2012-07-31,2794.7
2012-08-01,2734.3
2012-08-02,2708.3
2012-08-03,2774.0
2012-08-06,2782.0
2012-08-07,2804.5
2012-08-08,2798.5
2012-08-09,2807.2
2012-08-10,2805.3
2012-08-13,2776.7
2012-08-14,2775.2
2012-08-15,2776.3
2012-08-16,2814.5
2012-08-17,2801.5
2012-08-20,2874.0
2012-08-21,2925.5
2012-08-22,2976.7
2012-08-23,3052.3
2012-08-24,3073.5
2012-08-27,3075.2
2012-08-28,3092.8
2012-08-29,3076.7
2012-08-30,3048.7
2012-08-31,3176.7
2012-09-03,3214.7
2012-09-04,3238.5
2012-09-05,3229.8
2012-09-06,3273.7
2012-09-07,3372.2
2012-09-10,3336.3
2012-09-11,3350.5
2012-09-12,3333.5
2012-09-13,3471.5
2012-09-14,3469.5
2012-09-17,3427.0
2012-09-18,3482.8
2012-09-19,3461.8
2012-09-20,3468.3
2012-09-21,3457.0
2012-09-24,3401.5
2012-09-25,3380.8
2012-09-26,3403.0
2012-09-27,3468.8
2012-09-28,3453.0
2012-10-01,3469.8
2012-10-02,3466.2
2012-10-03,3467.3
2012-10-04,3500.5
2012-10-05,3454.8
2012-10-08,3402.5
2012-10-09,3393.0
2012-10-10,3402.0
2012-10-11,3402.8
2012-10-12,3348.5
2012-10-15,3273.0
2012-10-16,3298.3
2012-10-17,3323.3
2012-10-18,3282.3
2012-10-19,3208.8
2012-10-22,3246.2
2012-10-23,3168.8
2012-10-24,3174.3
2012-10-25,3212.7
2012-10-26,3209.5
2012-10-29,3177.5
2012-10-30,3186.5
2012-10-31,3228.0
2012-11-01,3233.2
2012-11-02,3092.0
2012-11-05,3117.8
2012-11-06,3201.0
2012-11-07,3182.5
2012-11-08,3231.0
2012-11-09,3259.0
2012-11-12,3239.5
2012-11-13,3249.0
2012-11-14,3270.8
2012-11-15,3260.8
2012-11-16,3230.8
2012-11-19,3307.3
2012-11-20,3315.8
2012-11-21,3336.0
2012-11-22,3335.0
2012-11-23,3411.8
2012-11-26,3425.0
2012-11-27,3413.0
2012-11-28,3384.0
2012-11-29,3432.8
2012-11-30,3347.5
2012-12-03,3371.3
2012-12-04,3297.5
2012-12-05,3295.7
2012-12-06,3307.3
2012-12-07,3312.8
2012-12-10,3332.8
2012-12-11,3305.0
2012-12-12,3352.5
2012-12-13,3259.3
2012-12-14,3233.0
2012-12-17,3234.0
2012-12-18,3169.5
2012-12-19,3104.0
2012-12-20,2997.0
2012-12-21,3004.3
2012-12-24,2994.0
2012-12-26,3007.2
2012-12-27,3017.0
2012-12-28,3004.0
2012-12-31,3036.8
2013-01-02,3101.5
2013-01-03,3012.7
2013-01-04,3022.8
2013-01-07,3015.5
2013-01-08,3041.3
2013-01-09,3035.8
2013-01-10,3085.5
2013-01-11,3046.2
2013-01-14,3107.0
2013-01-15,3137.0
2013-01-16,3149.7
2013-01-17,3172.3
2013-01-18,3186.2
2013-01-21,3201.7
2013-01-22,3221.3
2013-01-23,3223.7
2013-01-24,3163.0
2013-01-25,3118.5
2013-01-28,3084.3
2013-01-29,3139.0
2013-01-30,3201.7
2013-01-31,3146.5
2013-02-01,3183.0
2013-02-04,3176.5
2013-02-05,3181.8
2013-02-06,3186.8
2013-02-07,3144.5
2013-02-08,3141.3
2013-02-11,3093.8
2013-02-12,3110.5
2013-02-13,3075.8
2013-02-14,3037.8
2013-02-15,2976.5
2013-02-18,2995.0
2013-02-19,2940.8
2013-02-20,2851.7
2013-02-21,2862.5
2013-02-22,2867.5
2013-02-25,2901.3
2013-02-26,2942.8
2013-02-27,2899.3
2013-02-28,2850.5
2013-03-01,2858.7
2013-03-04,2858.3
2013-03-05,2867.8
2013-03-06,2904.3
2013-03-07,2886.8
2013-03-08,2896.0
2013-03-11,2897.3
2013-03-12,2916.0
2013-03-13,2892.3
2013-03-14,2882.8
2013-03-15,2874.8
2013-03-18,2893.8
2013-03-19,2892.5
2013-03-20,2878.8
2013-03-21,2914.8
2013-03-22,2870.8
2013-03-25,2880.3
2013-03-26,2872.8
2013-03-27,2864.8
2013-03-28,2830.5
2013-04-01,2797.8
2013-04-02,2720.8
2013-04-03,2691.3
2013-04-04,2683.7
2013-04-05,2726.3
2013-04-08,2723.3
2013-04-09,2790.3
2013-04-10,2756.8
2013-04-11,2756.8
2013-04-12,2591.5
2013-04-15,2264.0
2013-04-16,2333.3
2013-04-17,2326.7
2013-04-18,2324.5
2013-04-19,2319.3
2013-04-22,2336.3
2013-04-23,2288.5
2013-04-24,2310.5
2013-04-25,2434.3
2013-04-26,2394.5
2013-04-29,2456.8
2013-04-30,2432.2
2013-05-01,2361.0
2013-05-02,2378.8
2013-05-03,2408.3
2013-05-06,2399.0
2013-05-07,2392.5
2013-05-08,2390.3
2013-05-09,2369.0
2013-05-10,2383.0
2013-05-13,2361.0
2013-05-14,2335.3
2013-05-15,2254.5
2013-05-16,2264.2
2013-05-17,2219.0
2013-05-20,2286.3
2013-05-21,2237.0
2013-05-22,2221.0
2013-05-23,2254.0
2013-05-24,2233.5
2013-05-27,2262.0
2013-05-28,2222.0
2013-05-29,2240.5
2013-05-30,2270.8
2013-05-31,2219.3
2013-06-03,2267.0
2013-06-04,2248.8
2013-06-05,2250.5
2013-06-06,2253.0
2013-06-07,2158.3
2013-06-10,2187.7
2013-06-11,2158.3
2013-06-12,2169.3
2013-06-13,2176.5
2013-06-14,2201.3
2013-06-17,2176.5
2013-06-18,2160.3
2013-06-19,2125.8
2013-06-20,1952.5
2013-06-21,2003.5
2013-06-24,1964.0
2013-06-25,1958.7
2013-06-26,1845.8
2013-06-27,1843.5
2013-06-28,1963.3
2013-07-01,1960.0
2013-07-02,1933.3
2013-07-03,1969.5
2013-07-04,1954.3
2013-07-05,1886.3
2013-07-08,1903.8
2013-07-09,1922.5
2013-07-10,1944.0
2013-07-11,2010.8
2013-07-12,1989.5
2013-07-15,1989.2
2013-07-16,1998.3
2013-07-17,1925.3
2013-07-18,1935.5
2013-07-19,1946.2
2013-07-22,2050.5
2013-07-23,2046.2
2013-07-24,2012.3
2013-07-25,2021.0
2013-07-26,1997.0
2013-07-29,1981.3
2013-07-30,1969.0
2013-07-31,1976.5
2013-08-01,1958.0
2013-08-02,1985.8
2013-08-05,1966.8
2013-08-06,1944.3
2013-08-07,1955.3
2013-08-08,2021.5
2013-08-09,2051.7
2013-08-12,2137.5
2013-08-13,2142.3
2013-08-14,2184.3
2013-08-15,2296.2
2013-08-16,2323.3
2013-08-19,2314.8
2013-08-20,2299.7
2013-08-21,2286.0
2013-08-22,2314.5
2013-08-23,2406.8
2013-08-26,2435.8
2013-08-27,2454.8
2013-08-28,2440.3
2013-08-29,2391.0
2013-08-30,2355.5
2013-09-02,2423.8
2013-09-03,2430.7
2013-09-04,2348.8
2013-09-05,2322.0
2013-09-06,2388.8
2013-09-09,2373.8
2013-09-10,2299.8
2013-09-11,2322.3
2013-09-12,2176.3
2013-09-13,2224.3
2013-09-16,2182.8
2013-09-17,2175.2
2013-09-18,2295.5
2013-09-19,2307.8
2013-09-20,2180.0
2013-09-23,2163.8
2013-09-24,2171.2
2013-09-25,2179.0
2013-09-26,2171.8
2013-09-27,2180.5
2013-09-30,2169.7
2013-10-01,2117.0
2013-10-02,2174.8
2013-10-03,2168.5
2013-10-04,2175.2
2013-10-07,2235.8
2013-10-08,2229.3
2013-10-09,2189.8
2013-10-10,2167.5
2013-10-11,2134.8
2013-10-14,2127.3
2013-10-15,2128.5
2013-10-16,2140.0
2013-10-17,2188.0
2013-10-18,2192.8
2013-10-21,2223.8
2013-10-22,2269.7
2013-10-23,2254.8
2013-10-24,2271.0
2013-10-25,2255.0
2013-10-28,2249.3
2013-10-29,2250.2
2013-10-30,2262.3
2013-10-31,2193.0
2013-11-01,2188.0
2013-11-04,2164.8
2013-11-05,2169.7
2013-11-06,2180.8
2013-11-07,2165.5
2013-11-08,2149.3
2013-11-11,2133.0
2013-11-12,2068.0
2013-11-13,2060.0
2013-11-14,2074.3
2013-11-15,2078.8
2013-11-18,2039.8
2013-11-19,2033.0
2013-11-20,1984.5
2013-11-21,1995.0
2013-11-22,1984.0
2013-11-25,2023.5
2013-11-26,1986.8
2013-11-27,1966.0
2013-11-28,1974.5
2013-11-29,2000.0
2013-12-02,1915.5
2013-12-03,1912.0
2013-12-04,1967.8
2013-12-05,1938.8
2013-12-06,1949.3
2013-12-09,1982.2
2013-12-10,2041.3
2013-12-11,2028.3
2013-12-12,1946.8
2013-12-13,1968.8
2013-12-16,1997.3
2013-12-17,1992.0
2013-12-18,1971.2
2013-12-19,1922.0
2013-12-20,1938.5
2013-12-23,1942.8
2013-12-24,1947.5
2013-12-26,1978.0
2013-12-27,2006.8
2013-12-30,1956.0
2013-12-31,1943.8
2014-01-02,1999.8
2014-01-03,2015.0
2014-01-06,2015.8
2014-01-07,1984.3
2014-01-08,1951.5
2014-01-09,1954.0
2014-01-10,2015.0
2014-01-13,2040.0
2014-01-14,2024.8
2014-01-15,2018.8
2014-01-16,2009.0
2014-01-17,2029.5
2014-01-20,2031.3
2014-01-21,1985.5
2014-01-22,1978.8
2014-01-23,2001.3
2014-01-24,1990.5
2014-01-27,1967.0
2014-01-28,1955.3
2014-01-29,1970.3
2014-01-30,1913.0
2014-01-31,1915.3
2014-02-03,1931.0
2014-02-04,1948.5
2014-02-05,1987.5
2014-02-06,1992.3
2014-02-07,2000.3
2014-02-10,2006.3
2014-02-11,2021.5
2014-02-12,2022.0
2014-02-13,2047.0
2014-02-14,2146.8
2014-02-17,2181.3
2014-02-18,2195.5
2014-02-19,2152.8
2014-02-20,2181.8
2014-02-21,2184.8
2014-02-24,2200.0
2014-02-25,2191.8
2014-02-26,2126.0
2014-02-27,2130.3
2014-02-28,2124.0
2014-03-03,2144.3
2014-03-04,2117.3
2014-03-05,2118.8
2014-03-06,2148.8
2014-03-07,2091.8
2014-03-10,2085.5
2014-03-11,2090.3
2014-03-12,2132.2
2014-03-13,2122.0
2014-03-14,2145.5
2014-03-17,2117.8
2014-03-18,2086.5
2014-03-19,2059.0
2014-03-20,2034.3
2014-03-21,2032.5
2014-03-24,1990.8
2014-03-25,1998.3
2014-03-26,1981.5
2014-03-27,1972.8
2014-03-28,1982.5
2014-03-31,1975.2
2014-04-01,1973.5
2014-04-02,1997.8
2014-04-03,1981.8
2014-04-04,1995.0
2014-04-07,1985.5
2014-04-08,2005.3
2014-04-09,1985.3
2014-04-10,2003.3
2014-04-11,1999.0
2014-04-14,1996.2
2014-04-15,1956.5
2014-04-16,1963.3
2014-04-17,1964.5
2014-04-21,1944.3
2014-04-22,1938.3
2014-04-23,1944.7
2014-04-24,1963.8
2014-04-25,1972.0
2014-04-28,1960.3
2014-04-29,1946.8
2014-04-30,1918.3
2014-05-01,1904.3
2014-05-02,1950.2
2014-05-05,1961.2
2014-05-06,1958.5
2014-05-07,1932.2
2014-05-08,1918.3
2014-05-09,1916.0
2014-05-12,1953.8
2014-05-13,1955.7
2014-05-14,1977.8
2014-05-15,1950.3
2014-05-16,1936.8
2014-05-19,1934.3
2014-05-20,1940.0
2014-05-21,1939.8
2014-05-22,1949.5
2014-05-23,1945.8
2014-05-26,1944.7
2014-05-27,1905.0
2014-05-28,1902.5
2014-05-29,1903.3
2014-05-30,1879.8
2014-06-02,1874.3
2014-06-03,1878.8
2014-06-04,1878.3
2014-06-05,1902.8
2014-06-06,1901.0
2014-06-09,1904.8
2014-06-10,1918.3
2014-06-11,1918.2
2014-06-12,1952.0
2014-06-13,1967.0
2014-06-16,1965.5
2014-06-17,1975.5
2014-06-18,1989.8
2014-06-19,2076.0
2014-06-20,2087.0
2014-06-23,2093.5
2014-06-24,2096.5
2014-06-25,2107.0
2014-06-26,2117.3
2014-06-27,2100.8
2014-06-30,2106.5
2014-07-01,2107.5
2014-07-02,2121.0
2014-07-03,2117.5
2014-07-04,2119.5
2014-07-07,2110.5
2014-07-08,2108.3
2014-07-09,2115.8
2014-07-10,2146.2
2014-07-11,2150.5
2014-07-14,2096.8
2014-07-15,2074.0
2014-07-16,2082.2
2014-07-17,2119.5
2014-07-18,2092.0
2014-07-21,2097.0
2014-07-22,2101.7
2014-07-23,2095.5
2014-07-24,2042.8
2014-07-25,2077.8
2014-07-28,2062.5
2014-07-29,2061.5
2014-07-30,2065.3
2014-07-31,2041.8
2014-08-01,2035.8
2014-08-04,2018.0
2014-08-05,1980.0
2014-08-06,2004.3
2014-08-07,1998.0
2014-08-08,1990.3
2014-08-11,2001.5
2014-08-12,1992.0
2014-08-13,1982.0
2014-08-14,1985.8
2014-08-15,1955.3
2014-08-18,1959.5
2014-08-19,1941.0
2014-08-20,1945.5
2014-08-21,1941.8
2014-08-22,1939.0
2014-08-25,1939.5
2014-08-26,1939.8
2014-08-27,1948.7
2014-08-28,1953.5
2014-08-29,1949.0
2014-09-01,1951.7
2014-09-02,1919.3
2014-09-03,1919.7
2014-09-04,1908.3
2014-09-05,1921.5
2014-09-08,1904.5
2014-09-09,1908.7
2014-09-10,1897.5
2014-09-11,1869.7
2014-09-12,1864.0
2014-09-15,1866.3
2014-09-16,1869.7
2014-09-17,1853.8
2014-09-18,1852.3
2014-09-19,1781.0
2014-09-22,1771.5
2014-09-23,1777.0
2014-09-24,1766.5
2014-09-25,1749.0
2014-09-26,1762.5
2014-09-29,1745.0
2014-09-30,1696.8
2014-10-01,1716.8
2014-10-02,1708.7
2014-10-03,1682.8
2014-10-06,1733.5
2014-10-07,1717.5
2014-10-08,1736.8
2014-10-09,1734.0
2014-10-10,1738.8
2014-10-13,1748.8
2014-10-14,1738.3
2014-10-15,1744.0
2014-10-16,1735.8
2014-10-17,1725.5
2014-10-20,1742.3
2014-10-21,1751.3
2014-10-22,1715.5
2014-10-23,1719.3
2014-10-24,1719.7
2014-10-27,1712.3
2014-10-28,1720.3
2014-10-29,1710.8
2014-10-30,1650.0
2014-10-31,1612.7
2014-11-03,1612.3
2014-11-04,1600.8
2014-11-05,1530.0
2014-11-06,1540.7
2014-11-07,1576.2
2014-11-10,1558.8
2014-11-11,1568.8
2014-11-12,1564.8
2014-11-13,1564.0
2014-11-14,1628.0
2014-11-17,1612.3
2014-11-18,1617.2
2014-11-19,1611.5
2014-11-20,1624.0
2014-11-21,1640.5
2014-11-24,1651.0
2014-11-25,1671.0
2014-11-26,1654.3
2014-11-27,1625.5
2014-11-28,1544.0
2014-12-01,1646.8
2014-12-02,1646.8
2014-12-03,1642.3
2014-12-04,1648.5
2014-12-05,1629.0
2014-12-08,1637.0
2014-12-09,1710.3
2014-12-10,1706.5
2014-12-11,1709.5
2014-12-12,1705.0
2014-12-15,1619.0
2014-12-16,1571.3
2014-12-17,1574.7
2014-12-18,1587.8
2014-12-19,1608.5
2014-12-22,1567.5
2014-12-23,1578.5
2014-12-24,1576.2
2014-12-26,1606.7
2014-12-29,1580.8
2014-12-30,1626.2
2014-12-31,1569.5
2015-01-02,1572.5
2015-01-05,1619.2
2015-01-06,1655.3
2015-01-07,1653.8
2015-01-08,1637.0
2015-01-09,1650.5
2015-01-12,1659.5
2015-01-13,1708.3
2015-01-14,1684.3
2015-01-15,1695.0
2015-01-16,1781.3
2015-01-19,1771.2
2015-01-20,1800.2
2015-01-21,1813.8
2015-01-22,1834.5
2015-01-23,1830.7
2015-01-26,1792.8
2015-01-27,1806.3
2015-01-28,1799.5
2015-01-29,1695.0
2015-01-30,1725.5
2015-02-02,1721.2
2015-02-03,1730.3
2015-02-04,1737.0
2015-02-05,1725.0
2015-02-06,1669.7
2015-02-09,1697.5
2015-02-10,1690.8
2015-02-11,1678.8
2015-02-12,1684.0
2015-02-13,1733.3
2015-02-16,1728.3
2015-02-17,1647.3
2015-02-18,1646.8
2015-02-19,1634.3
2015-02-20,1620.3
2015-02-23,1633.5
2015-02-24,1631.7
2015-02-25,1656.0
2015-02-26,1658.3
2015-02-27,1659.3
2015-03-02,1641.0
2015-03-03,1626.7
2015-03-04,1621.2
2015-03-05,1619.5
2015-03-06,1587.5
2015-03-09,1571.8
2015-03-10,1561.5
2015-03-11,1550.3
2015-03-12,1557.0
2015-03-13,1562.8
2015-03-16,1559.3
2015-03-17,1553.7
2015-03-18,1593.8
2015-03-19,1611.8
2015-03-20,1672.5
2015-03-23,1698.3
2015-03-24,1693.8
2015-03-25,1694.3
2015-03-26,1708.7
2015-03-27,1694.7
2015-03-30,1669.3
2015-03-31,1663.8
2015-04-01,1693.8
2015-04-02,1674.8
2015-04-06,1697.3
2015-04-07,1683.0
2015-04-08,1650.3
2015-04-09,1614.5
2015-04-10,1643.8
2015-04-13,1625.8
2015-04-14,1613.0
2015-04-15,1630.0
2015-04-16,1626.2
2015-04-17,1623.0
2015-04-20,1594.2
2015-04-21,1598.5
2015-04-22,1576.5
2015-04-23,1584.0
2015-04-24,1568.0
2015-04-27,1640.0
2015-04-28,1662.5
2015-04-29,1657.8
2015-04-30,1612.7
2015-05-01,1614.0
2015-05-04,1640.3
2015-05-05,1654.5
2015-05-06,1650.8
2015-05-07,1632.8
2015-05-08,1644.7
2015-05-11,1630.3
2015-05-12,1651.7
2015-05-13,1712.0
2015-05-14,1746.8
2015-05-15,1749.7
2015-05-18,1771.8
2015-05-19,1710.0
2015-05-20,1711.0
2015-05-21,1715.8
2015-05-22,1710.0
2015-05-25,1713.3
2015-05-26,1674.8
2015-05-27,1668.0
2015-05-28,1668.2
2015-05-29,1673.0
2015-06-01,1673.0
2015-06-02,1678.0
2015-06-03,1648.0
2015-06-04,1608.0
2015-06-05,1605.5
2015-06-08,1593.0
2015-06-09,1590.7
2015-06-10,1597.7
2015-06-11,1599.3
2015-06-12,1592.0
2015-06-15,1603.5
2015-06-16,1597.7
2015-06-17,1609.0
2015-06-18,1612.3
2015-06-19,1605.7
2015-06-22,1613.8
2015-06-23,1580.3
2015-06-24,1585.2
2015-06-25,1580.8
2015-06-26,1574.3
2015-06-29,1575.5
2015-06-30,1566.2
2015-07-01,1552.3
2015-07-02,1564.8
2015-07-03,1565.3
2015-07-06,1571.3
2015-07-07,1501.5
2015-07-08,1508.5
2015-07-09,1536.3
2015-07-10,1553.5
2015-07-13,1547.5
2015-07-14,1533.8
2015-07-15,1505.5
2015-07-16,1494.5
2015-07-17,1482.8
2015-07-20,1464.0
2015-07-21,1481.3
2015-07-22,1476.0
2015-07-23,1462.5
2015-07-24,1463.5
2015-07-27,1451.0
2015-07-28,1465.5
2015-07-29,1478.0
2015-07-30,1470.0
2015-07-31,1472.0
2015-08-03,1446.0
2015-08-04,1454.5
2015-08-05,1456.0
2015-08-06,1462.5
2015-08-07,1474.0
2015-08-10,1519.5
2015-08-11,1532.5
2015-08-12,1550.5
2015-08-13,1539.0
2015-08-14,1518.5
2015-08-17,1529.0
2015-08-18,1484.0
2015-08-19,1527.5
2015-08-20,1554.0
2015-08-21,1524.5
2015-08-24,1476.0
2015-08-25,1466.5
2015-08-26,1408.0
2015-08-27,1446.5
2015-08-28,1456.0
2015-08-31,1460.0
2015-09-01,1458.5
2015-09-02,1466.5
2015-09-03,1469.5
2015-09-04,1457.0
2015-09-07,1448.5
2015-09-08,1477.0
2015-09-09,1458.0
2015-09-10,1467.5
2015-09-11,1457.0
2015-09-14,1438.0
2015-09-15,1437.5
2015-09-16,1490.5
2015-09-17,1511.0
2015-09-18,1515.0
2015-09-21,1518.5
2015-09-22,1478.0
2015-09-23,1475.0
2015-09-24,1511.5
2015-09-25,1505.5
2015-09-28,1455.5
2015-09-29,1461.0
2015-09-30,1448.5
2015-10-01,1450.0
2015-10-02,1521.5
2015-10-05,1564.0
2015-10-06,1583.5
2015-10-07,1603.5
2015-10-08,1568.5
2015-10-09,1581.0
2015-10-12,1582.5
2015-10-13,1587.5
2015-10-14,1618.5
2015-10-15,1612.0
2015-10-16,1604.0
2015-10-19,1581.0
2015-10-20,1591.0
2015-10-21,1569.0
2015-10-22,1582.5
2015-10-23,1584.5
2015-10-26,1587.0
2015-10-27,1589.0
2015-10-28,1593.0
2015-10-29,1556.5
2015-10-30,1551.0
2015-11-02,1541.0
2015-11-03,1525.5
2015-11-04,1505.5
2015-11-05,1495.5
2015-11-06,1472.0
2015-11-09,1450.5
2015-11-10,1439.0
2015-11-11,1426.0
2015-11-12,1423.5
2015-11-13,1420.5
2015-11-16,1423.0
2015-11-17,1416.0
2015-11-18,1413.0
2015-11-19,1422.0
